AgeRange,Age,PassengerId,Name,Sex,Pclass,Survived
18-29,25.2,4657,"Tucker, Countess. Shannon",female,1,1
18-29,25.2,4658,"Berry, Mr. Steven",male,2,0
18-29,25.5,4659,"Guzman, Countess. Cheryl",female,1,1
18-29,26.4,4660,"Ortiz, Sir. Jacob",male,1,0
30-44,39.5,4661,"Leonard, Mrs. Kristen",female,1,1
45-59,47.7,4662,"Stokes, Lady. Jacqueline",female,1,1
30-44,34.1,4663,"Cross, Mr. Nicholas",male,3,0
30-44,38.8,4664,"Henry, Major. Daniel",male,2,0
18-29,27.1,4665,"Sweeney, Mr. Benjamin",male,3,0
45-59,57.4,4666,"Mccarty, Col. Tristan",male,1,1
0-17,14.2,4667,"Romero, Miss. Samantha",female,1,1
18-29,29.6,4668,"Nguyen, Dr. Kevin",male,3,0
30-44,41.3,4669,"Christensen, Col. Andrew",male,2,0
45-59,53.9,4670,"Murphy, Major. Larry",male,1,1
45-59,52.8,4671,"Fox, Dr. Jacqueline",female,1,1
45-59,46.7,4672,"Haley, Dr. Paul",male,1,0
30-44,42.2,4673,"Mcintyre, Countess. Elizabeth",female,1,1
45-59,47.6,4674,"Allen, Dr. Russell",male,1,1
30-44,34.0,4675,"Kirby, Miss. Cindy",female,1,1
30-44,42.1,4676,"Jones, Major. Rodney",male,1,1
18-29,21.6,4677,"Morales, Lady. Carrie",female,2,1
18-29,22.1,4678,"Rogers, Dr. Sandra",female,1,1
18-29,23.5,4679,"Buckley, Sir. Steve",male,3,0
18-29,19.6,4680,"Boyd, Col. Jared",male,1,0
30-44,43.3,4681,"Davis, Major. Sean",male,1,1
18-29,26.7,4682,"Vazquez, Dr. Kevin",male,1,0
18-29,19.1,4683,"Hardin, Col. Jeffrey",male,3,0
18-29,27.2,4684,"Bentley, Rev. Michael",male,3,0
30-44,42.3,4685,"Fritz, Mr. Paul",male,1,1
18-29,20.0,4686,"Peterson, Rev. Todd",male,1,0
30-44,41.8,4687,"Suarez, Mr. Mark",male,1,0
0-17,16.9,4688,"Potter, Countess. Karen",female,1,1
30-44,43.9,4689,"Ritter, Lady. Tracy",female,1,1
0-17,13.5,4690,"Moody, Dr. Angela",female,3,0
0-17,4.9,4691,"Jones, Sir. John",male,2,0
30-44,32.7,4692,"Moore, Dr. Jason",male,1,0
30-44,38.0,4693,"Miller, Major. Kenneth",male,1,0
30-44,44.0,4694,"Li, Mr. Ryan",male,3,0
30-44,30.7,4695,"Brown, Dr. Kimberly",female,2,1
18-29,29.8,4696,"Smith, Major. Michael",male,1,1
30-44,33.9,4697,"Li, Mrs. Sherry",female,1,1
45-59,48.3,4698,"Griffin, Rev. Jordan",male,1,0
30-44,42.3,4699,"Duran, Sir. Douglas",male,1,0
18-29,27.5,4700,"Thompson, Dr. Janet",female,2,1
18-29,26.7,4701,"Flores, Dr. Jonathan",male,1,1
18-29,25.4,4702,"Walker, Col. Todd",male,3,0
30-44,35.8,4703,"Lee, Miss. Jasmine",female,1,1
18-29,24.3,4704,"Snyder, Sir. Devin",male,1,1
45-59,55.6,4705,"Burton, Mrs. Angela",female,1,1
0-17,5.8,4706,"Cochran, Dr. Christopher",male,3,1
18-29,24.7,4707,"Wright, Lady. Sara",female,2,1
45-59,48.6,4708,"Jordan, Countess. Grace",female,1,1
45-59,45.1,4709,"Young, Miss. Heather",female,1,1
30-44,33.9,4710,"Harmon, Col. Taylor",male,3,1
30-44,36.1,4711,"White, Rev. Timothy",male,1,0
18-29,29.9,4712,"Perry, Dr. Sherry",female,1,1
18-29,21.2,4713,"Bell, Mrs. Kimberly",female,1,1
45-59,48.2,4714,"Taylor, Rev. Joshua",male,1,1
45-59,48.2,4715,"King, Col. Daniel",male,1,1
30-44,40.9,4716,"Martinez, Col. John",male,1,1
30-44,32.2,4717,"Nguyen, Rev. Alex",male,1,1
30-44,34.2,4718,"Gibbs, Miss. Barbara",female,3,0
30-44,43.3,4719,"Harris, Lady. Donna",female,2,1
45-59,49.3,4720,"Chapman, Col. Timothy",male,1,1
45-59,52.9,4721,"Mercer, Dr. Christine",female,1,1
0-17,5.5,4722,"Burnett, Sir. Michael",male,1,0
0-17,11.3,4723,"Decker, Mrs. Andrea",female,3,1
60+,67.3,4724,"Cook, Sir. Darryl",male,1,0
45-59,49.9,4725,"Moore, Dr. Thomas",male,2,0
18-29,27.2,4726,"White, Miss. Savannah",female,3,1
45-59,49.9,4727,"Hall, Major. Benjamin",male,2,0
18-29,29.5,4728,"Wilson, Rev. William",male,3,0
30-44,32.2,4729,"Brown, Major. Patrick",male,3,0
45-59,54.6,4730,"Davis, Countess. Stacy",female,1,1
45-59,49.7,4731,"Smith, Lady. Mary",female,1,1
45-59,53.1,4732,"Diaz, Major. Corey",male,1,0
18-29,23.2,4733,"Holland, Rev. Richard",male,3,0
30-44,32.0,4734,"Young, Dr. Jade",female,3,1
45-59,55.6,4735,"Reid, Countess. Brittany",female,2,1
45-59,48.9,4736,"Hernandez, Mr. Timothy",male,1,1
30-44,33.0,4737,"Smith, Lady. Jessica",female,2,1
30-44,39.0,4738,"Hubbard, Major. Jared",male,1,0
30-44,34.3,4739,"Shaffer, Mrs. Valerie",female,3,0
0-17,15.0,4740,"Atkinson, Sir. John",male,1,1
45-59,48.0,4741,"Hale, Dr. Rebekah",female,1,1
45-59,49.8,4742,"Moore, Major. Chris",male,1,0
45-59,46.1,4743,"Davis, Rev. Bradley",male,1,0
0-17,14.8,4744,"Gutierrez, Mr. Jonathan",male,1,0
30-44,34.7,4745,"Cordova, Major. Michael",male,1,1
18-29,28.8,4746,"Bell, Col. Brandon",male,1,1
18-29,22.3,4747,"Johnson, Lady. Jessica",female,1,1
60+,66.4,4748,"Henderson, Countess. Margaret",female,2,1
18-29,20.1,4749,"Perez, Rev. Marcus",male,3,1
18-29,19.7,4750,"Hayden, Mr. Robert",male,1,0
30-44,40.4,4751,"Hayes, Dr. Darren",male,1,1
60+,64.4,4752,"Bass, Mr. Paul",male,1,0
30-44,37.3,4753,"Walker, Rev. Brian",male,2,0
60+,79.3,4754,"Davis, Rev. Tyler",male,1,0
18-29,24.9,4755,"Mitchell, Mrs. Kelsey",female,2,1
0-17,16.8,4756,"Griffin, Lady. Tiffany",female,3,1
18-29,19.3,4757,"Flores, Countess. Jillian",female,1,1
30-44,39.6,4758,"Whitaker, Major. Nathan",male,3,0
30-44,39.5,4759,"Smith, Countess. Victoria",female,3,0
30-44,38.3,4760,"Gomez, Sir. Ryan",male,1,0
30-44,30.3,4761,"Robles, Mrs. Jessica",female,1,1
45-59,51.5,4762,"Jordan, Mrs. Kathleen",female,1,1
18-29,21.6,4763,"Wright, Col. Edwin",male,2,0
45-59,52.2,4764,"Larson, Col. Robert",male,1,0
18-29,18.6,4765,"Reeves, Rev. Jerome",male,1,0
45-59,54.3,4766,"Collins, Mr. Scott",male,2,0
0-17,13.4,4767,"Martinez, Mr. Matthew",male,1,0
30-44,30.1,4768,"Davis, Col. Ricardo",male,2,0
45-59,51.5,4769,"Robinson, Rev. Brandon",male,2,0
45-59,54.9,4770,"Guerrero, Rev. Samuel",male,1,0
18-29,22.4,4771,"Meyer, Dr. Mary",female,3,0
18-29,26.8,4772,"Butler, Major. Derek",male,3,0
18-29,27.2,4773,"Schultz, Mr. John",male,2,0
18-29,26.4,4774,"Maxwell, Miss. Victoria",female,1,0
18-29,27.6,4775,"Mccann, Major. Paul",male,2,0
45-59,54.9,4776,"Rivera, Col. Glenn",male,1,0
45-59,56.3,4777,"Campbell, Rev. Kevin",male,1,0
30-44,39.7,4778,"Sweeney, Sir. Brandon",male,1,1
30-44,37.8,4779,"Newman, Sir. Jonathan",male,1,1
30-44,31.9,4780,"Blair, Sir. James",male,3,0
60+,60.0,4781,"Johnson, Mrs. Maria",female,3,0
0-17,0.2,4782,"Perez, Dr. Jacob",male,3,0
30-44,43.1,4783,"Nguyen, Mr. Eric",male,1,0
30-44,33.3,4784,"Harris, Major. Edward",male,3,0
18-29,22.8,4785,"Stevenson, Mr. Zachary",male,1,1
45-59,58.8,4786,"Cooper, Mr. Ronnie",male,1,1
30-44,31.2,4787,"Walker, Mrs. Kimberly",female,2,1
18-29,24.7,4788,"Hahn, Dr. Gina",female,1,1
18-29,23.4,4789,"Chavez, Dr. Matthew",male,2,1
18-29,24.7,4790,"Sanders, Mr. Edward",male,1,0
30-44,35.1,4791,"Anderson, Sir. Michael",male,1,0
45-59,57.3,4792,"Ross, Col. Nicholas",male,1,1
18-29,18.3,4793,"Roberts, Mrs. Sandra",female,3,1
18-29,24.5,4794,"Dougherty, Mrs. Linda",female,2,1
30-44,31.0,4795,"Boyd, Lady. Jessica",female,1,1
30-44,44.8,4796,"Newton, Col. Joshua",male,2,0
30-44,32.1,4797,"Carlson, Sir. Mark",male,3,0
18-29,26.9,4798,"Guerrero, Rev. Eric",male,2,0
18-29,28.2,4799,"Williams, Rev. David",male,3,0
18-29,23.3,4800,"Yates, Countess. Gina",female,1,1
45-59,54.2,4801,"Lopez, Countess. Teresa",female,1,1
0-17,11.9,4802,"Adams, Miss. Crystal",female,2,1
45-59,56.8,4803,"Harper, Sir. James",male,1,0
45-59,46.2,4804,"Travis, Countess. Cynthia",female,1,1
30-44,39.8,4805,"Lyons, Rev. Derek",male,1,1
0-17,9.7,4806,"Brown, Lady. Christy",female,3,0
30-44,41.2,4807,"Ryan, Col. James",male,1,0
18-29,25.7,4808,"Koch, Dr. David",male,2,0
45-59,48.6,4809,"Gray, Major. Mark",male,1,0
18-29,28.7,4810,"Ford, Col. Christian",male,1,1
30-44,43.0,4811,"Lopez, Countess. Alyssa",female,1,1
45-59,49.3,4812,"Ramos, Major. Anthony",male,1,1
0-17,16.2,4813,"Barron, Mr. Hector",male,1,1
30-44,36.8,4814,"Smith, Dr. Renee",female,1,1
30-44,43.3,4815,"Rogers, Rev. Jonathan",male,1,1
45-59,47.8,4816,"Snow, Rev. Robert",male,1,0
60+,60.5,4817,"Hogan, Mr. Stephen",male,1,1
60+,64.2,4818,"Bailey, Sir. James",male,1,0
45-59,47.1,4819,"Howard, Lady. Sarah",female,1,1
0-17,11.4,4820,"Brandt, Countess. Rita",female,3,1
30-44,40.2,4821,"Williams, Countess. Karen",female,1,1
30-44,43.0,4822,"Brown, Miss. Heather",female,1,1
0-17,17.3,4823,"Patel, Sir. Clayton",male,1,0
30-44,41.6,4824,"Page, Dr. Nicholas",male,1,1
0-17,0.3,4825,"Klein, Sir. Stephen",male,2,1
18-29,28.0,4826,"Cook, Major. Chad",male,3,1
30-44,40.2,4827,"Bush, Mrs. Tina",female,1,1
18-29,22.6,4828,"Davidson, Col. Craig",male,2,0
45-59,46.9,4829,"Perez, Countess. Desiree",female,1,1
45-59,52.9,4830,"Phelps, Col. Mark",male,1,0
18-29,26.7,4831,"Jones, Dr. Jordan",male,2,1
18-29,25.7,4832,"Howell, Mr. James",male,1,0
0-17,12.9,4833,"Clark, Mr. Joshua",male,3,0
45-59,51.0,4834,"Mckay, Countess. Carmen",female,2,1
18-29,18.1,4835,"Zimmerman, Mrs. Tracey",female,2,1
18-29,18.6,4836,"Reed, Col. Ricky",male,3,0
45-59,49.8,4837,"Watson, Col. Robert",male,1,0
30-44,36.8,4838,"Walton, Dr. Maria",female,1,1
45-59,46.2,4839,"King, Dr. Richard",male,1,0
45-59,49.8,4840,"Park, Mr. Michael",male,2,1
30-44,36.4,4841,"Williamson, Rev. Jeff",male,1,1
30-44,36.9,4842,"Knapp, Mrs. Cheryl",female,3,0
30-44,32.4,4843,"Mcconnell, Mrs. Felicia",female,2,1
45-59,48.0,4844,"Copeland, Mr. Jay",male,1,1
30-44,30.8,4845,"Jenkins, Mr. Frank",male,3,0
30-44,40.6,4846,"Davis, Col. Antonio",male,1,1
0-17,0.4,4847,"Hernandez, Countess. Ashley",female,3,1
45-59,56.1,4848,"Gray, Countess. Ashley",female,1,1
30-44,32.0,4849,"Cook, Major. Daniel",male,3,1
45-59,47.0,4850,"Roberts, Lady. Erin",female,1,1
30-44,39.5,4851,"Smith, Sir. Brian",male,1,0
18-29,21.2,4852,"Morris, Col. Randy",male,2,0
30-44,35.1,4853,"Le, Rev. Nathan",male,1,1
18-29,23.0,4854,"Joyce, Sir. Shane",male,2,0
60+,79.4,4855,"King, Col. Jeffery",male,1,1
18-29,29.3,4856,"Jacobson, Mr. Marcus",male,3,0
30-44,32.6,4857,"Lawrence, Dr. Garrett",male,1,1
18-29,29.7,4858,"Bentley, Dr. Christina",female,1,1
18-29,24.6,4859,"Miller, Dr. Nicole",female,1,1
18-29,21.3,4860,"Mckinney, Sir. Adrian",male,2,0
45-59,46.3,4861,"Higgins, Dr. Vernon",male,1,0
45-59,46.6,4862,"Estrada, Col. Christopher",male,1,0
45-59,45.4,4863,"Evans, Mr. Jonathan",male,1,1
30-44,31.7,4864,"Small, Miss. Brenda",female,3,0
30-44,43.0,4865,"Long, Mr. David",male,1,1
0-17,13.8,4866,"Medina, Dr. Audrey",female,3,0
30-44,39.0,4867,"Johnston, Miss. Joanna",female,1,1
30-44,41.6,4868,"Krause, Major. Ronald",male,1,1
45-59,57.3,4869,"Burton, Countess. Tiffany",female,1,1
0-17,16.9,4870,"Williams, Col. Larry",male,3,0
45-59,50.4,4871,"Garcia, Lady. Betty",female,2,1
45-59,49.0,4872,"Morgan, Mr. Gerald",male,2,0
30-44,34.5,4873,"Thornton, Sir. Randy",male,3,1
30-44,41.9,4874,"Marshall, Col. Micheal",male,3,0
45-59,47.8,4875,"Vance, Mrs. Catherine",female,1,1
60+,64.8,4876,"Marsh, Mr. Tyler",male,2,0
45-59,54.2,4877,"Turner, Major. Brandon",male,3,0
18-29,25.5,4878,"Briggs, Major. Michael",male,3,0
45-59,51.2,4879,"Banks, Sir. Jeffrey",male,1,0
30-44,43.4,4880,"Phillips, Mr. Scott",male,2,1
45-59,48.3,4881,"Small, Col. Thomas",male,1,1
30-44,42.1,4882,"Smith, Col. Keith",male,1,0
18-29,26.8,4883,"Hess, Major. Shawn",male,3,0
30-44,42.1,4884,"Miller, Major. Robert",male,2,0
18-29,25.0,4885,"Gardner, Countess. Katelyn",female,1,1
18-29,19.0,4886,"Ball, Lady. Samantha",female,2,1
45-59,57.2,4887,"Odonnell, Col. Jacob",male,1,1
18-29,25.5,4888,"Ross, Sir. Vincent",male,3,0
0-17,12.8,4889,"Christian, Major. Richard",male,2,0
45-59,45.5,4890,"Reynolds, Lady. Jennifer",female,1,1
18-29,24.1,4891,"Nelson, Rev. Daniel",male,1,0
30-44,43.8,4892,"Sanchez, Col. Justin",male,1,0
0-17,15.8,4893,"Brown, Countess. Brittany",female,1,1
0-17,16.4,4894,"Ortiz, Mr. Ronald",male,2,0
18-29,18.5,4895,"Gray, Col. Richard",male,2,0
18-29,27.3,4896,"Garrett, Col. Jim",male,1,1
30-44,41.9,4897,"Smith, Sir. Jerry",male,2,0
0-17,17.7,4898,"Martin, Sir. Kevin",male,1,0
30-44,37.2,4899,"Garcia, Col. Nicholas",male,2,0
30-44,43.9,4900,"Valdez, Dr. Robert",male,3,0
0-17,9.7,4901,"Cline, Col. Michael",male,2,0
0-17,12.9,4902,"Mccoy, Dr. Adam",male,2,0
18-29,27.5,4903,"Joyce, Col. Charles",male,2,0
30-44,43.5,4904,"Sanchez, Countess. Rebecca",female,1,1
30-44,37.2,4905,"Wang, Rev. Joseph",male,3,0
30-44,34.2,4906,"Carlson, Mrs. Crystal",female,1,1
30-44,37.9,4907,"Strickland, Rev. Richard",male,1,0
18-29,23.2,4908,"Horton, Dr. Joshua",male,1,1
0-17,17.9,4909,"Dunn, Sir. Cody",male,2,0
60+,63.9,4910,"Lang, Sir. Samuel",male,1,1
18-29,26.3,4911,"Bonilla, Col. Matthew",male,1,1
0-17,16.6,4912,"Brown, Mr. Juan",male,2,0
30-44,37.6,4913,"Little, Rev. David",male,1,0
0-17,4.4,4914,"Chavez, Countess. Ashley",female,2,1
18-29,21.4,4915,"Nelson, Rev. Dean",male,3,0
18-29,26.1,4916,"Rodriguez, Col. William",male,3,1
30-44,36.7,4917,"Michael, Dr. Jeremy",male,1,1
18-29,26.2,4918,"Thompson, Dr. Eric",male,1,0
30-44,36.5,4919,"Watson, Mrs. Sandra",female,1,1
30-44,31.0,4920,"Macias, Sir. Jose",male,1,0
60+,61.8,4921,"Hernandez, Sir. Marcus",male,1,0
18-29,26.6,4922,"Benton, Mr. Jared",male,1,0
18-29,24.8,4923,"Smith, Mrs. Margaret",female,3,0
45-59,50.0,4924,"Thompson, Miss. Erin",female,1,1
30-44,40.7,4925,"Smith, Sir. Steven",male,3,0
30-44,31.1,4926,"Ramirez, Dr. Jessica",female,3,1
18-29,25.3,4927,"Simmons, Mrs. Linda",female,1,1
0-17,12.5,4928,"Kemp, Mrs. Rita",female,2,1
18-29,19.6,4929,"Bryant, Dr. Jimmy",male,1,1
45-59,49.7,4930,"Rodriguez, Major. Gerald",male,1,0
18-29,27.1,4931,"Hamilton, Sir. Tyler",male,3,0
18-29,24.6,4932,"Sweeney, Mr. Michael",male,3,0
18-29,21.3,4933,"Parker, Rev. William",male,1,1
45-59,54.8,4934,"Wilkinson, Mr. Joseph",male,1,0
30-44,31.5,4935,"Jordan, Dr. Jonathan",male,3,0
60+,61.6,4936,"Hays, Sir. Adrian",male,1,1
18-29,25.2,4937,"Estrada, Sir. Christopher",male,3,0
45-59,54.1,4938,"Hancock, Major. Ethan",male,1,0
0-17,10.4,4939,"Ruiz, Major. Jason",male,2,0
0-17,10.7,4940,"Smith, Col. Wesley",male,2,0
0-17,7.9,4941,"Williams, Major. David",male,2,0
45-59,55.2,4942,"Hudson, Miss. Chelsea",female,2,1
30-44,42.9,4943,"Rogers, Sir. Brian",male,1,0
30-44,38.7,4944,"Henry, Major. Marc",male,1,0
45-59,46.6,4945,"Garcia, Lady. Stephanie",female,1,1
18-29,29.3,4946,"Johnson, Col. Daniel",male,1,1
18-29,29.7,4947,"Williamson, Mr. Joel",male,2,0
30-44,41.1,4948,"Holmes, Dr. Steven",male,2,0
30-44,44.6,4949,"Rodriguez, Countess. Lori",female,1,1
30-44,33.6,4950,"Schwartz, Lady. Emily",female,2,1
30-44,39.1,4951,"Smith, Major. Casey",male,2,0
0-17,8.5,4952,"Martinez, Col. Raymond",male,3,0
0-17,15.9,4953,"Ayala, Lady. Shelby",female,3,0
45-59,55.1,4954,"Simmons, Dr. Ian",male,2,0
45-59,45.1,4955,"Bowen, Major. Jason",male,2,0
18-29,23.7,4956,"Kelley, Major. Curtis",male,3,0
45-59,45.9,4957,"Cooper, Mr. James",male,1,0
30-44,43.9,4958,"Patterson, Major. Juan",male,1,0
30-44,40.7,4959,"Shah, Rev. Curtis",male,1,0
45-59,52.3,4960,"Fletcher, Rev. Kyle",male,2,0
45-59,51.8,4961,"Flores, Dr. John",male,1,0
45-59,48.2,4962,"Anderson, Rev. Michael",male,1,0
18-29,18.5,4963,"Jackson, Dr. Julian",male,2,0
18-29,23.3,4964,"Henderson, Countess. Veronica",female,1,1
0-17,0.2,4965,"Davis, Mrs. Rachel",female,1,1
30-44,34.6,4966,"Lee, Rev. Danny",male,1,1
30-44,36.7,4967,"Parsons, Major. Sean",male,3,0
30-44,43.3,4968,"Gibson, Mr. Kyle",male,1,0
30-44,37.2,4969,"Anderson, Dr. Mark",male,1,1
30-44,30.6,4970,"Barnett, Col. Mark",male,3,0
18-29,25.7,4971,"Hubbard, Mr. Jeffery",male,1,0
45-59,53.8,4972,"Mcdonald, Rev. Jorge",male,1,0
30-44,30.8,4973,"Young, Dr. Judy",female,2,1
30-44,41.0,4974,"Quinn, Major. Louis",male,1,0
18-29,23.2,4975,"Maldonado, Lady. Angela",female,3,0
30-44,36.9,4976,"Johnson, Lady. April",female,1,1
18-29,26.3,4977,"Dean, Dr. Lindsey",female,2,1
0-17,0.4,4978,"Caldwell, Miss. Kimberly",female,3,1
30-44,34.9,4979,"Sanders, Dr. Melissa",female,1,1
30-44,39.7,4980,"Fletcher, Rev. Dean",male,2,0
18-29,19.7,4981,"Jones, Rev. William",male,3,0
0-17,4.1,4982,"Newman, Miss. Mary",female,1,1
30-44,30.8,4983,"Taylor, Mrs. Christine",female,3,0
30-44,42.8,4984,"Gonzales, Mr. Christopher",male,1,0
30-44,35.2,4985,"Hopkins, Rev. Nicholas",male,1,0
0-17,0.2,4986,"Perez, Lady. Victoria",female,3,1
18-29,27.1,4987,"Alvarez, Dr. Gerald",male,3,0
0-17,5.7,4988,"Anderson, Rev. William",male,2,0
30-44,41.0,4989,"Torres, Lady. Jennifer",female,1,1
30-44,44.4,4990,"Howard, Miss. Janice",female,2,1
18-29,29.6,4991,"Morris, Mr. Brian",male,1,0
30-44,35.6,4992,"Morrison, Mrs. Emily",female,1,1
45-59,51.9,4993,"Miller, Mr. Kevin",male,1,1
45-59,55.0,4994,"Hancock, Dr. Allison",female,1,1
30-44,33.5,4995,"Hatfield, Lady. Maria",female,3,1
30-44,34.3,4996,"Smith, Rev. Jeffrey",male,2,0
30-44,37.5,4997,"Bullock, Dr. Michael",male,1,0
30-44,32.8,4998,"Haynes, Lady. Tiffany",female,1,1
60+,60.4,4999,"Thompson, Rev. Douglas",male,1,1
18-29,18.9,5000,"Zavala, Sir. Erik",male,1,0
30-44,35.7,5001,"Parker, Rev. Mark",male,1,0
30-44,38.7,5002,"Warren, Mrs. Meredith",female,1,1
30-44,42.8,5003,"Harding, Mr. Andrew",male,3,1
30-44,44.3,5004,"Rogers, Dr. Christopher",male,3,0
45-59,54.3,5005,"Smith, Mr. Jason",male,1,0
30-44,39.1,5006,"Thornton, Major. Jeffrey",male,1,0
30-44,42.1,5007,"Macdonald, Major. John",male,2,0
0-17,17.5,5008,"Anderson, Col. Joseph",male,1,0
60+,71.7,5009,"Moore, Lady. Brittany",female,1,1
30-44,42.6,5010,"Nolan, Col. Samuel",male,2,0
0-17,9.7,5011,"Walker, Col. Jerry",male,2,0
18-29,18.0,5012,"Willis, Mrs. Jessica",female,2,1
18-29,29.8,5013,"Washington, Mrs. Caitlin",female,3,1
0-17,17.1,5014,"Garcia, Dr. Ellen",female,1,1
45-59,48.3,5015,"Long, Countess. Cassandra",female,1,1
30-44,42.9,5016,"Ortiz, Lady. Joy",female,3,0
18-29,18.7,5017,"Smith, Mrs. Melissa",female,1,1
30-44,37.2,5018,"Saunders, Rev. Micheal",male,3,0
30-44,40.8,5019,"Jones, Rev. Daniel",male,3,1
0-17,10.8,5020,"Fisher, Major. Aaron",male,3,0
0-17,12.0,5021,"Perez, Major. Michael",male,1,0
18-29,19.8,5022,"Johnson, Mrs. Natalie",female,1,1
0-17,9.4,5023,"Jones, Countess. Tammy",female,3,1
18-29,21.5,5024,"Roberson, Mr. Jacob",male,2,0
45-59,53.8,5025,"Reed, Major. Travis",male,1,0
0-17,0.5,5026,"Jones, Mr. Timothy",male,3,0
30-44,41.9,5027,"Gordon, Rev. John",male,2,0
30-44,44.9,5028,"Pierce, Dr. Alyssa",female,1,1
30-44,41.0,5029,"Murray, Lady. Barbara",female,1,1
30-44,40.2,5030,"Kennedy, Dr. Anthony",male,3,0
45-59,56.9,5031,"Blake, Col. Chris",male,2,0
45-59,55.3,5032,"Simpson, Mrs. Cathy",female,1,1
30-44,38.0,5033,"Le, Miss. Lori",female,3,1
30-44,35.1,5034,"Crane, Dr. Sharon",female,1,1
30-44,31.8,5035,"Martinez, Col. Daniel",male,2,0
30-44,43.7,5036,"Hunt, Mrs. Dominique",female,1,1
30-44,38.6,5037,"Hunt, Mr. Craig",male,1,0
30-44,42.8,5038,"Gonzalez, Lady. Virginia",female,1,1
30-44,32.1,5039,"Garcia, Mr. Timothy",male,1,0
18-29,21.4,5040,"Miller, Dr. Cynthia",female,1,1
0-17,4.4,5041,"Marsh, Countess. Jennifer",female,1,1
45-59,54.0,5042,"Davis, Sir. Paul",male,1,1
0-17,2.9,5043,"White, Mr. Manuel",male,1,0
45-59,57.9,5044,"Hall, Countess. Tina",female,1,1
18-29,21.2,5045,"Brown, Mr. Charles",male,1,0
30-44,30.9,5046,"Gutierrez, Dr. Kelli",female,1,1
30-44,36.8,5047,"Jenkins, Mrs. Nicole",female,1,1
30-44,33.6,5048,"Lamb, Miss. Caitlin",female,3,1
30-44,35.2,5049,"Moore, Miss. Melissa",female,1,1
45-59,57.1,5050,"Cruz, Col. Eric",male,1,1
0-17,0.2,5051,"Swanson, Mrs. Mary",female,3,0
30-44,37.1,5052,"Hayes, Dr. Mark",male,3,0
30-44,35.3,5053,"Moore, Sir. Bryan",male,1,1
18-29,25.9,5054,"Fisher, Miss. Natasha",female,1,1
60+,60.8,5055,"Thomas, Major. Anthony",male,1,1
0-17,7.6,5056,"Fox, Mrs. Theresa",female,2,1
60+,67.4,5057,"Rios, Sir. Jesse",male,1,1
45-59,45.8,5058,"Lewis, Rev. Arthur",male,1,0
0-17,16.2,5059,"Suarez, Mrs. Katherine",female,1,1
30-44,40.8,5060,"Griffith, Mr. Walter",male,3,0
45-59,56.8,5061,"Calderon, Rev. Christopher",male,1,1
45-59,47.1,5062,"Sanchez, Col. Joshua",male,3,0
18-29,28.8,5063,"Sanchez, Major. Eugene",male,3,0
0-17,12.3,5064,"Perez, Lady. Amy",female,1,1
45-59,48.9,5065,"Price, Countess. Emily",female,2,1
18-29,22.2,5066,"Anderson, Rev. Aaron",male,1,0
30-44,34.0,5067,"Frazier, Mr. Charles",male,1,1
18-29,19.3,5068,"Smith, Countess. Kristin",female,3,0
30-44,44.1,5069,"Watts, Major. Alexander",male,1,1
18-29,23.8,5070,"Mitchell, Miss. Jennifer",female,3,0
30-44,42.8,5071,"Osborne, Miss. Jessica",female,2,1
45-59,50.1,5072,"Wilson, Dr. Michael",male,1,1
0-17,8.2,5073,"Lewis, Mrs. Patricia",female,3,1
30-44,32.5,5074,"Shah, Col. Kyle",male,1,0
18-29,27.2,5075,"Mejia, Dr. Sheila",female,3,0
45-59,52.4,5076,"Levy, Col. Jonathan",male,1,0
18-29,29.0,5077,"Farmer, Mr. Tyler",male,3,0
30-44,34.9,5078,"Carter, Dr. Amy",female,1,1
30-44,41.6,5079,"Taylor, Countess. Janice",female,1,1
30-44,39.2,5080,"Davis, Col. Mario",male,1,0
30-44,36.1,5081,"Evans, Sir. Daniel",male,2,1
60+,65.7,5082,"Watson, Dr. Manuel",male,2,0
30-44,39.7,5083,"Harris, Countess. Gloria",female,1,1
18-29,28.0,5084,"Reed, Dr. Stephanie",female,2,1
30-44,38.7,5085,"Smith, Miss. Anna",female,1,1
30-44,39.3,5086,"Wood, Sir. Timothy",male,1,1
30-44,41.3,5087,"Orozco, Major. Henry",male,2,0
30-44,41.0,5088,"Rhodes, Miss. Carrie",female,2,1
45-59,49.7,5089,"Thompson, Mr. David",male,2,0
18-29,19.6,5090,"Khan, Dr. Paula",female,3,0
30-44,44.4,5091,"Webb, Mr. Andrew",male,1,0
60+,60.0,5092,"Garcia, Mr. Daniel",male,1,0
45-59,48.5,5093,"Smith, Lady. Elizabeth",female,1,1
45-59,45.3,5094,"Phillips, Rev. Louis",male,1,0
0-17,15.1,5095,"Roberson, Major. Harold",male,3,0
30-44,39.3,5096,"Nash, Mrs. Heather",female,3,1
30-44,43.9,5097,"Davis, Mrs. Monica",female,1,1
0-17,16.6,5098,"Townsend, Countess. Kimberly",female,1,1
18-29,27.8,5099,"Campos, Countess. Angela",female,1,1
30-44,34.3,5100,"Williams, Mr. Michael",male,1,0
30-44,31.1,5101,"Hill, Miss. Jennifer",female,2,1
18-29,27.0,5102,"Novak, Dr. Shawn",male,2,0
30-44,39.0,5103,"Gordon, Sir. Martin",male,1,1
30-44,33.3,5104,"Robinson, Major. Robert",male,2,0
0-17,12.7,5105,"Martin, Dr. Latoya",female,1,1
