PassengerId,Pclass,Survived,Name,Sex,Age
5781,1,0,"Haynes, Col. Corey",male,31.7
5782,2,1,"Thompson, Rev. Danny",male,21.3
5783,2,0,"Middleton, Sir. Christopher",male,33.1
5784,3,1,"Pitts, Dr. Jennifer",female,35.9
5785,3,0,"Edwards, Sir. Michael",male,31.0
5786,2,0,"Valenzuela, Major. Troy",male,22.6
5787,1,0,"Brown, Major. Kirk",male,38.6
5788,1,0,"Clark, Mr. Zachary",male,49.8
5789,1,0,"Barker, Rev. Noah",male,24.6
5790,3,0,"Hanson, Miss. Linda",female,14.5
5791,2,0,"Jones, Rev. Michael",male,21.2
5792,1,0,"Miller, Rev. Andrew",male,47.9
5793,1,1,"Schroeder, Col. William",male,76.6
5794,1,1,"Palmer, Mr. John",male,30.1
5795,2,0,"Fox, Col. Alan",male,12.9
5796,3,1,"Smith, Major. Tony",male,37.8
5797,1,1,"Mcconnell, Dr. Tara",female,13.1
5798,1,0,"White, Rev. William",male,35.4
5799,3,0,"Ortiz, Dr. Jason",male,5.4
5800,3,0,"Walker, Mr. Keith",male,44.1
5801,3,0,"Butler, Rev. Timothy",male,33.8
5802,3,0,"Williams, Col. Michael",male,24.7
5803,2,0,"Martin, Rev. Joseph",male,49.6
5804,1,1,"Henderson, Mr. Timothy",male,32.8
5805,3,1,"West, Lady. Alexis",female,12.4
5806,1,1,"Reyes, Mrs. Alexandra",female,39.3
5807,1,1,"Murphy, Dr. Jason",male,38.6
5808,1,1,"Smith, Countess. Sonia",female,0.4
5809,2,0,"Griffith, Major. Michael",male,12.7
5810,1,1,"Robinson, Col. Richard",male,51.1
5811,1,1,"Hansen, Dr. Amanda",female,23.8
5812,1,1,"Hopkins, Col. Jordan",male,42.1
5813,1,0,"Nelson, Dr. Trevor",male,59.4
5814,2,0,"Peterson, Major. Roy",male,45.6
5815,3,0,"Abbott, Mrs. Kristy",female,22.2
5816,1,0,"Webb, Major. Randy",male,62.1
5817,1,0,"Jones, Rev. James",male,13.9
5818,1,1,"Silva, Miss. Tonya",female,20.9
5819,1,0,"Thomas, Sir. Timothy",male,40.2
5820,3,0,"Diaz, Col. Matthew",male,41.2
5821,1,1,"Hernandez, Lady. Debbie",female,27.6
5822,2,0,"Holland, Mr. Stephen",male,52.0
5823,2,1,"Cook, Sir. John",male,34.0
5824,3,0,"Miller, Sir. Bradley",male,44.9
5825,2,0,"Rosales, Rev. Robert",male,35.0
5826,1,0,"Walker, Rev. Trevor",male,23.8
5827,1,1,"Patel, Mrs. Tara",female,25.1
5828,2,1,"Stewart, Dr. Meghan",female,47.9
5829,3,1,"Zuniga, Rev. Christopher",male,12.0
5830,2,0,"Lee, Dr. Miguel",male,39.4
5831,3,1,"Carter, Lady. Tanya",female,0.4
5832,1,0,"Wade, Rev. Edward",male,24.5
5833,2,0,"Torres, Mr. Robert",male,22.9
5834,1,1,"Andrews, Mrs. Andrea",female,40.0
5835,1,1,"Hale, Mrs. Cristina",female,20.0
5836,1,1,"Lucas, Rev. Roger",male,50.0
5837,1,1,"Rios, Lady. Monique",female,16.2
5838,1,1,"King, Miss. Alexis",female,52.9
5839,2,0,"Stephens, Dr. Gregory",male,18.4
5840,1,0,"Moreno, Dr. Robert",male,32.1
5841,3,1,"Joseph, Dr. Sherri",female,29.5
5842,2,0,"Perkins, Sir. Paul",male,27.6
5843,3,0,"Lee, Sir. Herbert",male,34.1
5844,1,0,"Harris, Sir. Michael",male,40.9
5845,2,0,"Gomez, Mr. Oscar",male,26.8
5846,1,1,"Knight, Major. Kevin",male,25.8
5847,3,1,"Malone, Countess. Sherry",female,9.4
5848,2,0,"Cunningham, Mr. Garrett",male,23.4
5849,2,0,"Johnson, Mr. Charles",male,28.9
5850,3,1,"Bond, Miss. Lisa",female,27.9
5851,2,0,"Johnson, Dr. Michael",male,31.8
5852,2,0,"Carroll, Rev. Thomas",male,47.3
5853,1,1,"Floyd, Mr. Steven",male,49.8
5854,3,0,"Campos, Mr. Jason",male,28.8
5855,1,0,"White, Rev. Paul",male,42.5
5856,1,1,"Green, Mrs. Kerry",female,36.2
5857,1,0,"Castillo, Mr. Douglas",male,20.9
5858,1,1,"Torres, Dr. Maria",female,21.0
5859,1,0,"Mcconnell, Major. Kevin",male,41.4
5860,1,0,"Johnson, Sir. Richard",male,52.9
5861,1,1,"Yoder, Dr. Michelle",female,25.9
5862,1,0,"Smith, Dr. Bryan",male,49.1
5863,1,1,"Barnes, Miss. Rhonda",female,31.3
5864,3,0,"Reyes, Miss. Miranda",female,38.7
5865,2,1,"Fields, Mr. Rodney",male,47.4
5866,3,0,"Ramos, Miss. Andrea",female,19.7
5867,1,0,"Newman, Col. Stephen",male,40.7
5868,1,1,"Sullivan, Miss. Tiffany",female,52.5
5869,3,0,"Rowe, Dr. Robert",male,34.4
5870,3,0,"Smith, Col. Russell",male,28.6
5871,1,1,"Price, Col. Peter",male,59.5
5872,1,1,"Brewer, Col. Jacob",male,17.1
5873,2,0,"Buchanan, Rev. Jose",male,69.3
5874,3,0,"Randolph, Rev. George",male,22.1
5875,1,0,"Perry, Sir. Andrew",male,58.2
5876,3,0,"Wilkerson, Dr. Jeremy",male,34.9
5877,1,1,"Moore, Mr. Eric",male,36.9
5878,1,1,"Newman, Sir. Derek",male,63.5
5879,1,1,"Sandoval, Col. Ricardo",male,33.8
5880,1,0,"Jones, Rev. Brian",male,47.9
5881,2,0,"Saunders, Col. Curtis",male,47.3
5882,2,0,"Townsend, Major. Anthony",male,44.2
5883,1,1,"Coffey, Rev. Robert",male,63.2
5884,1,0,"Hampton, Col. Jesse",male,25.9
5885,1,0,"Dawson, Col. Michael",male,26.3
5886,1,1,"Davies, Countess. Tara",female,40.8
5887,1,1,"Marsh, Mrs. Angela",female,17.3
5888,3,0,"Jones, Major. Ryan",male,25.1
5889,2,1,"Cantrell, Major. Robert",male,47.7
5890,2,0,"Mendoza, Sir. Kevin",male,54.0
5891,1,0,"Bates, Col. Zachary",male,33.5
5892,2,1,"Gutierrez, Mrs. Natalie",female,33.8
5893,1,0,"Collins, Rev. Shane",male,26.8
5894,1,0,"Mora, Mr. Raymond",male,38.6
5895,3,0,"Black, Rev. Jason",male,23.9
5896,1,0,"Anderson, Mr. Stephen",male,38.0
5897,2,0,"Sharp, Dr. Luis",male,35.4
5898,1,0,"Gomez, Mr. Marcus",male,32.7
5899,1,1,"Robertson, Col. Zachary",male,37.2
5900,1,1,"Gray, Major. Carl",male,26.2
5901,2,0,"Cole, Major. Michael",male,43.9
5902,1,0,"Robinson, Sir. Michael",male,46.4
5903,2,1,"Barr, Mr. Brandon",male,34.8
5904,2,1,"Mccoy, Countess. Mary",female,32.5
5905,2,0,"Martinez, Major. David",male,32.4
5906,1,0,"Davidson, Dr. Carlos",male,32.3
5907,2,1,"Morris, Dr. Kristin",female,51.3
5908,1,1,"Glover, Miss. Heather",female,30.0
5909,1,1,"Stone, Miss. Andrea",female,16.7
5910,1,1,"Snow, Sir. James",male,56.1
5911,1,1,"White, Miss. Alicia",female,54.7
5912,1,0,"Richardson, Mr. Stephen",male,29.3
5913,3,1,"Green, Dr. Tina",female,29.8
5914,2,0,"Nichols, Rev. Ethan",male,33.1
5915,2,0,"Rich, Dr. Mark",male,11.0
5916,3,0,"Adams, Dr. Rachel",female,37.7
5917,2,0,"Diaz, Rev. Ethan",male,43.3
5918,1,0,"Harvey, Mr. Colton",male,52.7
5919,2,1,"Frederick, Sir. Dustin",male,62.3
5920,1,1,"Nguyen, Mr. Matthew",male,64.5
5921,1,1,"Compton, Countess. Jenna",female,17.2
5922,2,0,"Mcdowell, Dr. Alexander",male,33.8
5923,1,1,"Thomas, Sir. Jose",male,53.4
5924,3,1,"Marquez, Dr. Vickie",female,29.7
5925,3,0,"Calhoun, Col. Jeffrey",male,27.0
5926,1,0,"Elliott, Lady. Jessica",female,21.7
5927,1,1,"Morales, Miss. Holly",female,23.9
5928,2,0,"Howe, Col. Mark",male,43.8
5929,3,0,"Webb, Sir. Roy",male,21.6
5930,2,1,"Carpenter, Miss. Loretta",female,38.0
5931,1,1,"Mueller, Dr. Elizabeth",female,38.0
5932,1,1,"Lester, Rev. Benjamin",male,25.8
5933,1,1,"Hill, Lady. Kelsey",female,51.7
5934,1,1,"Stewart, Col. Dean",male,41.1
5935,1,1,"Hall, Dr. Christine",female,41.5
5936,1,0,"Turner, Col. Joseph",male,36.6
5937,1,0,"Wilson, Dr. Joshua",male,62.1
5938,3,0,"Weeks, Mr. Alexander",male,29.0
5939,2,1,"Morgan, Dr. Cynthia",female,27.8
5940,1,1,"Johnson, Rev. Keith",male,35.1
5941,1,1,"Fox, Miss. Sharon",female,51.1
5942,2,0,"Garza, Sir. Thomas",male,16.3
5943,1,1,"Vega, Lady. Jennifer",female,47.5
5944,1,0,"Edwards, Sir. Connor",male,14.8
5945,2,0,"Smith, Rev. Kevin",male,54.0
5946,3,0,"Hill, Mr. Andrew",male,43.9
5947,1,0,"Arnold, Sir. Norman",male,48.6
5948,1,1,"Johnson, Rev. David",male,49.9
5949,1,1,"Duran, Col. Andrew",male,41.2
5950,1,1,"Cox, Lady. Kayla",female,44.7
5951,1,1,"Baker, Major. Miguel",male,44.4
5952,1,1,"Marshall, Major. Edward",male,19.8
5953,1,1,"Gomez, Dr. William",male,43.0
5954,1,0,"Jenkins, Rev. Brian",male,67.5
5955,3,0,"Henry, Col. Austin",male,56.0
5956,3,0,"Nichols, Rev. John",male,26.1
5957,3,0,"Williams, Dr. Kevin",male,51.1
5958,2,1,"Terry, Dr. Donna",female,25.7
5959,1,0,"Moore, Major. Michael",male,28.1
5960,2,0,"Lopez, Sir. Jeffrey",male,4.2
5961,3,1,"Gould, Mrs. Yolanda",female,28.1
5962,3,0,"Sanchez, Dr. Brenda",female,23.0
5963,1,1,"Petty, Mrs. Janet",female,37.9
5964,2,0,"Cantrell, Col. Dean",male,54.1
5965,1,0,"Williams, Major. Stephen",male,33.5
5966,1,1,"Lawson, Miss. Catherine",female,59.9
5967,1,1,"Gonzales, Dr. Christine",female,24.4
5968,1,1,"Blair, Miss. Susan",female,20.5
5969,2,0,"Pearson, Rev. William",male,5.0
5970,1,1,"Payne, Rev. William",male,58.5
5971,2,1,"King, Lady. Tiffany",female,8.8
5972,2,0,"Steele, Rev. Douglas",male,16.8
5973,3,0,"Parsons, Sir. Patrick",male,18.1
5974,2,1,"Wilson, Miss. Tonya",female,34.3
5975,2,0,"Beard, Major. John",male,41.1
5976,3,1,"Holland, Countess. Victoria",female,32.4
5977,2,0,"Walker, Mrs. Haley",female,30.9
5978,2,0,"Johnson, Col. Shannon",male,20.2
5979,1,1,"Delgado, Lady. Renee",female,7.0
5980,1,1,"Barber, Mr. Christopher",male,55.1
5981,2,0,"Nelson, Dr. William",male,37.3
5982,1,0,"Tyler, Lady. Jody",female,30.0
5983,1,1,"Wright, Miss. Karen",female,44.6
5984,1,0,"Anderson, Mr. David",male,67.3
5985,1,0,"Hall, Sir. Alejandro",male,25.2
5986,1,0,"Vasquez, Mr. Kevin",male,6.9
5987,1,1,"Brock, Col. Shane",male,19.7
5988,1,1,"Jones, Dr. Lori",female,34.8
5989,1,1,"Scott, Dr. Jacob",male,28.7
5990,2,1,"Mckenzie, Dr. Valerie",female,8.8
5991,1,0,"Sutton, Mr. Joshua",male,9.6
5992,1,1,"Smith, Lady. Cynthia",female,28.8
5993,2,0,"Howard, Col. Nicholas",male,35.4
5994,1,1,"Tucker, Countess. Katherine",female,32.0
5995,1,0,"Morrow, Major. Michael",male,39.7
5996,1,0,"King, Major. Nathan",male,24.9
5997,2,0,"Miller, Col. Nathan",male,38.7
5998,1,1,"Erickson, Col. Alexander",male,38.3
5999,2,0,"Stephens, Countess. Amanda",female,16.6
6000,2,0,"James, Major. Richard",male,33.1
6001,1,1,"Blanchard, Miss. Tracy",female,46.4
6002,3,0,"Harrison, Dr. John",male,29.2
6003,1,1,"Cook, Sir. Michael",male,20.1
6004,1,1,"White, Rev. Thomas",male,76.9
6005,1,0,"Perry, Dr. Christopher",male,45.9
6006,2,0,"Collins, Col. Darrell",male,26.5
6007,1,1,"Gregory, Miss. Jacqueline",female,50.1
6008,3,1,"Herman, Major. Bruce",male,16.6
6009,2,0,"James, Major. Jonathon",male,33.5
6010,1,1,"Lara, Major. Jack",male,22.1
6011,1,0,"Escobar, Sir. Grant",male,51.1
6012,2,0,"Jones, Rev. Charles",male,16.4
6013,1,0,"Mendoza, Col. Shane",male,44.2
6014,1,1,"Pugh, Dr. Christine",female,20.0
6015,1,1,"Gutierrez, Lady. Sylvia",female,21.3
6016,1,1,"Johnson, Mrs. Brandi",female,43.0
6017,1,1,"Martin, Mr. Eric",male,45.5
6018,3,0,"Wells, Dr. Rebekah",female,21.7
6019,1,1,"Wheeler, Major. Michael",male,57.0
6020,1,1,"Moore, Mrs. Teresa",female,40.5
6021,1,0,"Harris, Sir. Jesse",male,63.5
6022,3,1,"Jenkins, Mr. Matthew",male,14.9
6023,1,0,"Daniel, Mr. William",male,27.2
6024,3,0,"Miller, Dr. Jeremy",male,26.2
6025,2,1,"Roberts, Lady. Nicole",female,32.2
6026,1,0,"Mccormick, Col. Joshua",male,67.8
6027,1,1,"Vasquez, Mrs. Courtney",female,49.9
6028,3,0,"Maxwell, Miss. Amanda",female,18.8
6029,1,1,"Flores, Mrs. Taylor",female,40.0
6030,1,1,"Kelly, Sir. Dakota",male,50.3
6031,3,1,"Murray, Major. Jeremy",male,38.3
6032,3,0,"Lewis, Dr. Corey",male,4.0
6033,1,0,"Arnold, Rev. Jonathan",male,19.2
6034,3,0,"Williams, Col. Anthony",male,41.8
6035,1,0,"Harrison, Rev. Michael",male,43.9
6036,1,0,"Roberts, Major. Jeff",male,44.6
6037,1,1,"Garrett, Col. Phillip",male,51.6
6038,1,1,"Clark, Lady. Sandra",female,21.6
6039,1,0,"Fisher, Mr. Michael",male,22.1
6040,1,0,"Estes, Dr. Thomas",male,47.7
6041,1,1,"Jones, Col. Robert",male,36.3
6042,2,1,"Fisher, Countess. Melissa",female,37.9
6043,1,1,"Carroll, Mr. Luis",male,58.7
6044,1,0,"Barker, Major. Eric",male,32.9
6045,1,1,"Walker, Dr. Casey",female,22.2
6046,1,0,"Thornton, Col. Jordan",male,60.2
6047,1,1,"Davis, Col. Christopher",male,39.7
6048,3,0,"Carpenter, Miss. Krystal",female,19.2
6049,1,1,"Sherman, Major. Cameron",male,57.8
6050,1,1,"Davis, Dr. Jordan",male,49.2
6051,2,0,"Lane, Col. Keith",male,15.6
6052,3,0,"Ferguson, Countess. Marilyn",female,11.5
6053,2,0,"Wiley, Col. Robert",male,29.5
6054,2,1,"Martinez, Dr. Wayne",male,33.6
6055,1,1,"Torres, Countess. Alicia",female,28.9
6056,1,1,"Rose, Sir. Ryan",male,42.1
6057,1,0,"Carter, Mr. Roger",male,38.1
6058,1,0,"Paul, Rev. Kyle",male,46.9
6059,1,0,"Rivera, Rev. Daniel",male,30.6
6060,2,0,"Cruz, Major. Tanner",male,12.6
6061,1,0,"Ford, Sir. Steven",male,53.3
6062,2,0,"Boone, Dr. Nicolas",male,0.3
6063,1,1,"Williams, Lady. Madeline",female,39.3
6064,1,0,"Lawrence, Mr. Justin",male,44.0
6065,1,0,"Parks, Rev. James",male,43.1
6066,3,0,"Miller, Sir. Adam",male,30.6
6067,1,1,"Hicks, Miss. Rebecca",female,35.2
6068,1,1,"Perez, Sir. Brandon",male,43.4
6069,1,0,"Cruz, Col. Austin",male,36.6
6070,1,1,"Thornton, Dr. Andrew",male,48.5
6071,1,1,"Gonzalez, Mrs. Stephanie",female,26.5
6072,1,0,"Hill, Rev. Matthew",male,4.6
6073,3,0,"Moreno, Countess. Kristin",female,10.4
6074,1,0,"Christensen, Lady. Ann",female,43.3
6075,1,0,"Day, Col. Jonathon",male,26.5
6076,2,1,"Chambers, Mrs. Rachel",female,20.1
6077,1,0,"Johnson, Rev. Michael",male,68.0
6078,2,0,"Bennett, Mr. Cody",male,28.0
6079,3,0,"Robles, Countess. Allison",female,45.4
6080,2,1,"Watson, Mrs. Julia",female,22.1
6081,3,1,"Russell, Countess. Heather",female,28.6
6082,2,0,"Gonzalez, Dr. Chad",male,41.2
6083,3,0,"Hopkins, Major. Paul",male,28.3
6084,1,1,"Ray, Dr. Timothy",male,15.9
6085,3,0,"Moore, Major. Jared",male,38.9
6086,2,1,"Morris, Mr. Glen",male,10.6
6087,1,0,"Avila, Rev. Michael",male,53.7
6088,1,1,"Schwartz, Rev. Jason",male,43.6
6089,3,1,"Lawson, Mrs. Dana",female,33.0
6090,3,0,"Petersen, Col. Matthew",male,13.1
6091,2,1,"Baker, Col. John",male,63.3
6092,1,0,"Evans, Major. Joshua",male,60.8
6093,1,1,"Kramer, Mrs. Phyllis",female,19.1
6094,3,1,"Shields, Lady. Shelly",female,22.1
6095,2,0,"Smith, Rev. Rodney",male,44.6
6096,3,0,"Thomas, Miss. Susan",female,35.1
6097,1,1,"Gardner, Countess. Yvonne",female,42.9
6098,3,0,"Martin, Major. William",male,14.9
6099,3,0,"Smith, Mr. James",male,29.4
6100,1,1,"Clark, Sir. Anthony",male,48.0
6101,1,1,"Bowers, Miss. Jamie",female,54.5
6102,3,0,"Anderson, Mr. Michael",male,7.8
6103,3,0,"Gomez, Col. David",male,30.1
6104,1,0,"Bonilla, Dr. Kevin",male,43.0
6105,2,0,"Ramsey, Dr. Martin",male,47.7
6106,1,1,"Boone, Miss. Adrienne",female,38.7
6107,2,0,"Harrison, Dr. Sean",male,11.8
6108,1,0,"Mack, Mr. Aaron",male,41.6
6109,2,0,"Cardenas, Sir. Christopher",male,31.8
6110,1,1,"Weber, Col. Jacob",male,62.0
6111,1,1,"Pham, Sir. Michael",male,49.3
6112,1,1,"Lambert, Mrs. Rebecca",female,32.9
6113,1,1,"Allen, Miss. Colleen",female,24.2
6114,1,1,"Patterson, Sir. Christopher",male,46.2
6115,1,1,"Miller, Mrs. Courtney",female,25.6
6116,2,1,"Robinson, Miss. Jessica",female,28.8
6117,2,1,"Faulkner, Countess. Hannah",female,23.6
6118,3,0,"White, Rev. Gordon",male,35.3
6119,1,0,"Alexander, Col. Matthew",male,20.0
6120,2,0,"Burton, Sir. Anthony",male,16.8
6121,3,1,"Owen, Lady. Gwendolyn",female,18.7
6122,1,1,"Mathis, Sir. Dan",male,25.6
6123,1,1,"Rodgers, Major. Ruben",male,36.8
6124,2,0,"Roberts, Dr. Bruce",male,26.3
6125,3,0,"White, Major. Paul",male,25.5
6126,1,0,"Harris, Dr. Joseph",male,69.0
6127,1,0,"King, Rev. Paul",male,58.1
6128,1,0,"Hensley, Dr. David",male,34.4
6129,1,1,"Clark, Countess. Jessica",female,66.3
6130,2,1,"Ward, Lady. Sharon",female,31.4
6131,1,0,"Evans, Major. Travis",male,18.2
6132,1,0,"Williams, Mr. Aaron",male,47.5
6133,1,1,"Jones, Col. Derrick",male,41.9
6134,1,1,"Dixon, Countess. Paula",female,20.7
6135,2,1,"Mcmillan, Dr. Alexandria",female,39.4
6136,2,1,"Alexander, Miss. Hannah",female,40.3
6137,1,0,"Harper, Major. Adam",male,62.8
6138,3,0,"Austin, Miss. Claudia",female,34.6
6139,1,1,"Brown, Rev. Nicholas",male,54.2
6140,3,1,"Cooper, Lady. Rachel",female,9.4
6141,1,0,"Chapman, Sir. Tyler",male,21.0
6142,2,0,"Wyatt, Sir. Jesse",male,46.2
6143,1,1,"Thomas, Rev. Jeffrey",male,17.8
6144,2,0,"Ramos, Dr. Douglas",male,29.6
6145,2,0,"Adams, Col. Jason",male,45.0
6146,1,0,"Perez, Dr. Joshua",male,47.4
6147,1,1,"Gaines, Rev. Brian",male,45.5
6148,2,0,"Green, Major. Randall",male,46.6
6149,2,1,"Sharp, Countess. Mary",female,43.7
6150,1,0,"Olson, Col. Jonathan",male,20.8
6151,3,0,"Collins, Col. Bryan",male,31.0
6152,1,0,"Jackson, Major. Mark",male,39.4
6153,1,0,"Lewis, Sir. Marcus",male,67.9
6154,2,0,"Martin, Major. William",male,21.3
6155,1,1,"Lane, Lady. Susan",female,49.9
6156,1,0,"Robinson, Rev. Danny",male,35.1
6157,2,0,"Mccoy, Dr. Bradley",male,1.1
6158,1,0,"Cole, Major. Ivan",male,17.4
6159,1,0,"Higgins, Major. Tyler",male,36.9
6160,2,0,"Banks, Col. Matthew",male,24.1
6161,1,0,"Beard, Major. Kelly",male,59.2
6162,2,0,"Dalton, Rev. Walter",male,47.0
6163,1,0,"Gamble, Rev. Allen",male,54.0
6164,2,0,"Howard, Dr. James",male,6.2
6165,1,0,"Cook, Dr. Adam",male,48.4
6166,2,0,"David, Mr. Ronnie",male,43.3
6167,2,0,"Wheeler, Dr. Christopher",male,24.9
6168,3,0,"Brown, Major. Cody",male,21.1
6169,1,0,"Berry, Dr. Megan",female,47.2
6170,1,1,"Matthews, Countess. Kelly",female,48.5
6171,1,1,"Crane, Mr. Alan",male,44.1
6172,1,1,"Flynn, Dr. Julie",female,21.6
6173,2,0,"Green, Dr. Randall",male,24.4
6174,2,0,"Lynch, Dr. Jose",male,20.5
6175,2,0,"Collier, Dr. Spencer",male,40.3
6176,1,1,"Padilla, Miss. Jennifer",female,13.3
6177,2,1,"Leonard, Miss. Nicole",female,19.5
6178,1,1,"Taylor, Dr. Megan",female,35.9
6179,3,1,"Barnett, Dr. Michelle",female,26.2
6180,1,1,"Patton, Miss. Erica",female,37.1
6181,1,1,"Warren, Sir. Jeffery",male,45.2
6182,1,1,"Estes, Mrs. Stephanie",female,32.5
6183,1,1,"Parker, Dr. Heather",female,21.3
6184,2,0,"Torres, Rev. Julian",male,21.4
6185,3,0,"Robertson, Major. Christian",male,17.6
6186,1,0,"Combs, Mr. Justin",male,42.0
6187,1,1,"Hernandez, Mr. Christopher",male,38.4
6188,1,1,"Brown, Countess. Jennifer",female,5.3
6189,1,1,"Nelson, Rev. Anthony",male,53.0
6190,3,0,"Smith, Rev. Alexander",male,28.8
6191,1,1,"Porter, Dr. Eileen",female,55.6
6192,1,1,"Huynh, Sir. Aaron",male,25.2
6193,1,0,"Smith, Mr. Bradley",male,46.0
6194,2,1,"Robinson, Miss. Jo",female,6.5
6195,2,0,"Serrano, Rev. Adam",male,33.0
6196,2,1,"Mckenzie, Countess. Emily",female,38.9
6197,1,0,"Barnes, Mr. Ryan",male,35.4
6198,1,0,"Kramer, Dr. Christian",male,39.1
6199,1,1,"Hernandez, Major. Jack",male,64.1
6200,2,1,"Brown, Miss. Judy",female,44.0
6201,1,0,"Ward, Col. Michael",male,8.8
6202,1,0,"Lee, Rev. Aaron",male,61.8
6203,3,0,"Knight, Lady. Tracy",female,36.1
6204,1,1,"Howard, Dr. John",male,50.4
6205,2,0,"Vargas, Sir. Michael",male,7.0
6206,3,0,"Taylor, Mr. Alejandro",male,11.1
6207,3,0,"James, Dr. April",female,21.7
6208,1,0,"Perez, Major. Thomas",male,39.0
6209,3,0,"Lee, Dr. Michael",male,37.6
6210,2,0,"Perez, Col. Paul",male,43.7
6211,1,0,"Wu, Dr. Luis",male,23.3
6212,1,1,"Cole, Sir. Justin",male,63.2
6213,3,0,"Scott, Rev. Scott",male,55.7
6214,1,0,"Frost, Col. Daniel",male,37.6
6215,3,0,"Smith, Lady. Katherine",female,31.6
6216,1,0,"Mayo, Dr. Jose",male,48.2
6217,2,0,"Clark, Mr. Thomas",male,20.6
6218,1,1,"Moody, Dr. Justin",male,54.0
6219,3,0,"Fisher, Major. Johnny",male,27.0
6220,1,1,"Guzman, Mrs. Joan",female,27.9
6221,1,1,"Horton, Lady. Christine",female,20.5
6222,2,1,"Payne, Miss. Allison",female,31.2
6223,1,1,"Maxwell, Miss. Kirsten",female,23.5
6224,1,1,"Hunt, Sir. Michael",male,51.5
6225,1,0,"Garcia, Rev. David",male,32.5
6226,1,0,"Cruz, Mr. Jeremy",male,47.3
6227,2,1,"Williamson, Countess. Diana",female,29.0
6228,1,0,"Sweeney, Rev. John",male,37.0
6229,1,1,"Hall, Miss. Brittany",female,50.8
6230,1,1,"Sexton, Mr. Sean",male,52.4
6231,1,1,"Morgan, Rev. Andrew",male,51.4
6232,1,1,"Stephenson, Col. Michael",male,38.8
6233,2,1,"Torres, Mrs. Lisa",female,23.1
6234,2,1,"Day, Major. Brian",male,58.2
6235,1,0,"Hurley, Col. Larry",male,49.0
6236,2,0,"Woodward, Col. Lee",male,14.7
6237,2,0,"Mack, Sir. Matthew",male,32.2
6238,1,1,"Cox, Miss. Julia",female,30.6
6239,1,1,"Harmon, Lady. Carla",female,30.8
6240,1,0,"Fox, Major. Steven",male,67.5
6241,2,0,"Bennett, Sir. Tyler",male,15.8
6242,2,1,"Boone, Miss. Courtney",female,11.4
6243,2,1,"Williams, Mrs. Lisa",female,26.8
6244,1,1,"Singh, Dr. Erica",female,29.7
6245,3,0,"Ward, Col. Bruce",male,24.5
6246,3,0,"Fernandez, Major. Zachary",male,32.1
6247,2,0,"Thompson, Col. Kevin",male,41.0
6248,3,0,"Taylor, Mrs. Patty",female,8.6
6249,2,1,"Castro, Dr. Mary",female,50.3
6250,2,0,"Dixon, Col. Daniel",male,14.8
6251,1,0,"Castro, Major. Marvin",male,53.6
6252,1,0,"Castillo, Rev. Juan",male,52.1
6253,1,0,"Morales, Rev. David",male,46.0
6254,3,0,"Garrett, Sir. Bradley",male,7.0
6255,2,0,"Barnett, Rev. Douglas",male,34.8
6256,2,0,"Foster, Mrs. Jackie",female,0.3
6257,1,0,"Robbins, Dr. Brandon",male,43.0
6258,3,0,"Roman, Major. Andrew",male,27.3
6259,2,1,"Morgan, Lady. Selena",female,63.3
6260,3,0,"Summers, Mr. Craig",male,7.6
6261,1,1,"Thompson, Countess. Shelia",female,51.2
6262,3,0,"Grant, Lady. Katie",female,24.2
6263,2,1,"Mercer, Dr. Nancy",female,42.1
6264,1,1,"Norris, Mr. James",male,60.6
6265,1,0,"Walsh, Col. William",male,38.7
6266,2,1,"Peters, Mrs. Lindsey",female,0.2
6267,3,1,"Lopez, Mrs. Christina",female,0.2
6268,1,1,"Mcbride, Mr. Timothy",male,29.7
6269,1,0,"Hobbs, Major. Michael",male,57.7
6270,1,0,"Sullivan, Dr. Peter",male,62.2
6271,2,0,"Johnson, Rev. David",male,19.8
6272,1,1,"Bowers, Mr. Jonathan",male,34.5
6273,2,0,"Cruz, Col. James",male,19.4
6274,1,0,"Hamilton, Rev. Paul",male,36.2
6275,1,1,"Garcia, Miss. Ashley",female,26.3
6276,3,1,"Harris, Miss. Valerie",female,6.9
6277,1,0,"Davenport, Rev. Eric",male,37.7
6278,1,0,"Montes, Mr. Marcus",male,49.1
6279,3,1,"Hill, Major. Jeffrey",male,43.1
6280,1,0,"Doyle, Mr. Richard",male,23.1
6281,2,1,"Ward, Mr. Franklin",male,68.0
6282,1,0,"Gardner, Sir. Steven",male,15.2
6283,3,1,"Pearson, Dr. Patricia",female,14.7
6284,1,1,"Larson, Rev. Andrew",male,29.2
6285,2,1,"Brown, Dr. Susan",female,33.2
6286,1,0,"Smith, Major. Mark",male,21.8
6287,1,1,"Stephens, Dr. Brenda",female,20.5
6288,1,0,"Smith, Col. Stanley",male,63.6
6289,1,1,"Turner, Mrs. Amy",female,49.2
6290,2,0,"Mccarthy, Mr. Michael",male,48.8
6291,1,1,"Perry, Major. Blake",male,16.5
6292,1,0,"Carroll, Mrs. Michelle",female,58.9
6293,1,1,"Braun, Major. Roger",male,35.9
6294,2,0,"Allen, Major. Brandon",male,26.5
6295,3,0,"Miller, Major. Michael",male,41.1
6296,3,0,"Mercer, Col. Stephen",male,34.8
6297,2,1,"Lee, Dr. Ryan",male,29.9
6298,2,1,"Wilson, Miss. Michaela",female,23.8
6299,1,1,"Bowman, Col. Brandon",male,49.7
