Embarked,Survived,PassengerId,Name,Pclass,Sex,Age
S,1,4479,"Garcia, Lady. Amy",2,female,34.4
Q,1,4480,"Crosby, Lady. Lisa",2,female,41.6
Q,0,4481,"Bailey, Sir. Timothy",2,male,58.3
C,1,4482,"Fowler, Mrs. Sabrina",1,female,49.3
Q,1,4483,"Garrett, Lady. Melissa",1,female,25.4
S,0,4484,"Cline, Rev. Russell",3,male,38.5
S,1,4485,"Bell, Miss. Michelle",1,female,28.2
S,1,4486,"Evans, Rev. Kevin",1,male,60.4
S,0,4487,"Johnson, Col. Timothy",1,male,46.4
C,0,4488,"Kent, Mr. Gregory",1,male,64.9
C,0,4489,"Perry, Mr. Ryan",3,male,22.2
Q,1,4490,"Miller, Dr. William",2,male,19.7
S,0,4491,"Parks, Col. Nicholas",1,male,43.1
S,0,4492,"Salazar, Dr. Jorge",2,male,9.2
S,0,4493,"Wright, Countess. Jenna",3,female,13.1
S,0,4494,"Lane, Dr. Joseph",1,male,40.4
S,1,4495,"Castaneda, Dr. Marissa",1,female,31.2
C,1,4496,"Medina, Miss. Kelly",1,female,33.1
S,0,4497,"Brooks, Dr. Victor",1,male,27.1
S,0,4498,"Powers, Major. Mario",2,male,19.4
S,0,4499,"Brown, Major. Michael",1,male,76.0
S,1,4500,"Black, Miss. Laura",2,female,31.0
S,1,4501,"Dean, Dr. Michael",2,male,52.2
S,1,4502,"Caldwell, Lady. Crystal",1,female,27.2
S,1,4503,"Butler, Miss. Rebecca",3,female,23.9
C,0,4504,"Cross, Major. Jay",2,male,19.3
S,1,4505,"Ward, Rev. Charles",1,male,62.9
S,0,4506,"Drake, Mr. Mitchell",1,male,38.7
S,0,4507,"Schaefer, Mr. Adam",3,male,12.9
S,1,4508,"Bentley, Dr. Bruce",2,male,12.2
S,0,4509,"Ford, Col. Kenneth",3,male,5.1
Q,1,4510,"Taylor, Dr. Melissa",1,female,23.1
S,1,4511,"Graham, Countess. Joy",3,female,15.6
S,0,4512,"Fox, Dr. Clarence",3,male,23.1
S,0,4513,"Williams, Mr. Daniel",1,male,45.4
S,0,4514,"Robbins, Mr. Matthew",2,male,15.1
S,0,4515,"Burton, Mr. Christopher",1,male,45.8
S,1,4516,"Hernandez, Dr. Eric",2,male,28.9
S,0,4517,"Wilson, Sir. Adam",3,male,41.8
S,1,4518,"Warren, Mrs. Deanna",1,female,44.6
S,1,4519,"Williams, Dr. Christopher",2,male,29.4
S,0,4520,"Powell, Dr. Kyle",1,male,55.1
S,0,4521,"Ortiz, Col. Jason",2,male,46.9
C,0,4522,"Little, Countess. Michelle",1,female,41.2
Q,1,4523,"Heath, Dr. Angela",1,female,21.6
S,1,4524,"Fuller, Lady. Michelle",1,female,27.8
S,0,4525,"Murphy, Rev. John",3,male,25.5
S,0,4526,"Lyons, Col. Jesse",3,male,25.5
S,0,4527,"Brown, Rev. Ian",2,male,39.8
C,0,4528,"Campbell, Mr. John",2,male,9.8
S,1,4529,"Mullen, Major. James",1,male,60.4
S,0,4530,"Rubio, Lady. Lisa",2,female,63.0
S,1,4531,"Pacheco, Countess. Carla",1,female,62.0
S,1,4532,"Watson, Dr. Susan",2,female,0.5
C,0,4533,"Martin, Major. David",2,male,8.7
S,0,4534,"Miles, Major. Thomas",1,male,61.7
S,0,4535,"Williams, Countess. Latoya",3,female,24.6
S,0,4536,"Gonzales, Mr. Daniel",1,male,41.7
S,0,4537,"Jones, Sir. Andre",3,male,38.4
C,0,4538,"Thomas, Dr. Kenneth",1,male,25.0
S,0,4539,"Jackson, Miss. Lisa",3,female,31.2
C,0,4540,"Frey, Dr. Joseph",1,male,15.1
S,1,4541,"Mata, Rev. David",1,male,36.7
S,0,4542,"Miller, Major. Larry",3,male,27.7
C,0,4543,"Dunn, Major. Matthew",1,male,54.4
S,0,4544,"Steele, Col. Gary",3,male,15.4
S,1,4545,"Henry, Countess. Alexis",2,female,6.7
S,0,4546,"Washington, Rev. Kevin",1,male,37.3
S,0,4547,"Dennis, Rev. Adam",1,male,62.0
S,1,4548,"Smith, Lady. Mary",2,female,35.3
S,0,4549,"Peterson, Col. Joshua",2,male,38.7
S,1,4550,"Stanley, Lady. Julie",1,female,28.3
S,0,4551,"Rivera, Dr. Mitchell",2,male,16.2
S,0,4552,"West, Rev. Darrell",1,male,33.6
S,1,4553,"Daugherty, Mrs. Megan",2,female,32.2
S,0,4554,"Haynes, Mr. Jay",2,male,21.2
C,0,4555,"Morris, Major. Matthew",1,male,30.1
Q,1,4556,"Salazar, Lady. Judy",3,female,13.4
S,0,4557,"Davidson, Major. Mark",3,male,44.8
S,0,4558,"Villanueva, Mr. Christopher",2,male,54.1
S,1,4559,"Mcdowell, Major. Michael",1,male,69.0
S,0,4560,"Mejia, Rev. Justin",2,male,32.0
S,0,4561,"Drake, Sir. Kenneth",1,male,50.9
C,0,4562,"Stanton, Sir. Michael",2,male,23.2
S,1,4563,"Stewart, Mr. William",1,male,20.3
S,0,4564,"Cox, Major. Donald",1,male,44.9
S,0,4565,"Ellis, Rev. David",1,male,29.5
S,1,4566,"King, Mrs. Gloria",1,female,45.6
S,0,4567,"Gray, Dr. Calvin",1,male,37.9
S,0,4568,"Carroll, Sir. Eric",3,male,31.7
C,1,4569,"Day, Rev. Matthew",1,male,42.4
S,1,4570,"Thompson, Lady. Jill",1,female,26.0
S,1,4571,"Perez, Miss. Melissa",1,female,32.2
S,1,4572,"Chase, Countess. Terri",1,female,48.5
S,0,4573,"Harrell, Rev. Steven",3,male,28.7
C,0,4574,"House, Col. Mason",2,male,17.4
S,0,4575,"Petersen, Major. Michael",1,male,36.1
S,0,4576,"Gomez, Sir. Louis",2,male,5.0
C,1,4577,"Guerra, Major. Travis",1,male,8.0
C,0,4578,"Chapman, Countess. Tammy",2,female,21.5
S,1,4579,"Jones, Countess. Brittney",1,female,62.1
S,1,4580,"Hanna, Dr. Cheryl",2,female,57.9
S,0,4581,"Smith, Miss. Barbara",3,female,0.2
Q,0,4582,"Martinez, Mr. Jose",1,male,31.8
S,0,4583,"Kirby, Rev. Roger",3,male,28.1
S,0,4584,"Morales, Major. Andrew",1,male,33.2
C,1,4585,"Blackwell, Lady. Susan",3,female,54.3
C,0,4586,"Brown, Sir. Joshua",1,male,35.7
S,1,4587,"Miller, Sir. Billy",1,male,33.2
S,1,4588,"Johnson, Mrs. Ashley",1,female,27.6
Q,0,4589,"Espinoza, Dr. Gabriel",2,male,32.8
C,1,4590,"Lewis, Countess. Amy",1,female,26.9
S,1,4591,"Moore, Col. Christopher",1,male,65.7
Q,0,4592,"Bartlett, Col. Thomas",1,male,48.4
S,0,4593,"Carr, Major. Robert",1,male,38.4
S,0,4594,"Vasquez, Mrs. Alexandria",3,female,25.8
S,0,4595,"Perez, Sir. Benjamin",1,male,68.7
Q,1,4596,"Williams, Rev. Tyler",1,male,13.8
S,0,4597,"Benson, Mr. Thomas",1,male,49.6
S,0,4598,"Cisneros, Rev. Dennis",1,male,29.0
S,1,4599,"Howell, Lady. Donna",3,female,55.3
C,1,4600,"Sullivan, Lady. Molly",3,female,7.6
C,0,4601,"Deleon, Sir. Eric",2,male,34.7
C,0,4602,"Oneill, Rev. Seth",1,male,24.7
S,1,4603,"Pierce, Mr. Charles",3,male,28.8
C,0,4604,"Leonard, Sir. Karl",1,male,43.6
S,1,4605,"Johnson, Major. Jon",1,male,62.4
S,0,4606,"Lin, Mr. Troy",1,male,55.9
S,0,4607,"Garcia, Sir. Michael",1,male,30.8
C,1,4608,"Logan, Col. Matthew",1,male,21.2
S,1,4609,"Brown, Sir. Bryan",3,male,14.2
Q,0,4610,"Newman, Rev. Dylan",1,male,40.2
S,0,4611,"Chapman, Major. Henry",1,male,32.6
C,1,4612,"Brown, Sir. Daniel",1,male,65.3
S,1,4613,"Evans, Miss. Emily",1,female,47.8
S,1,4614,"Sheppard, Dr. Mario",1,male,20.9
C,1,4615,"Dixon, Mr. Bradley",1,male,26.9
S,1,4616,"Gomez, Col. Tyler",1,male,37.9
Q,1,4617,"Thomas, Countess. Rebecca",1,female,14.1
S,1,4618,"Baker, Major. Tommy",2,male,24.1
S,0,4619,"Meyer, Dr. Mathew",1,male,24.6
S,1,4620,"Prince, Lady. Meagan",3,female,4.4
S,0,4621,"Espinoza, Col. Jesse",1,male,62.4
S,0,4622,"Harris, Major. Christian",3,male,25.1
S,1,4623,"Turner, Major. Willie",1,male,32.3
S,0,4624,"Martin, Lady. Courtney",1,female,28.1
S,1,4625,"Fisher, Lady. Anna",1,female,52.9
S,0,4626,"Hill, Miss. Denise",3,female,16.9
S,0,4627,"Martinez, Major. Kyle",1,male,24.7
S,0,4628,"Wiley, Col. Kevin",3,male,33.7
S,0,4629,"Shaw, Rev. Kenneth",3,male,32.0
C,1,4630,"Stokes, Mrs. Lisa",1,female,29.4
S,1,4631,"Frank, Mr. Samuel",2,male,35.1
S,0,4632,"Mata, Lady. Victoria",3,female,21.1
C,0,4633,"Krueger, Sir. Gary",3,male,38.2
S,1,4634,"Morgan, Col. Nathaniel",3,male,8.5
S,1,4635,"Sexton, Lady. Misty",2,female,51.6
S,0,4636,"Reyes, Countess. Jessica",3,female,38.7
S,1,4637,"Reid, Mrs. Alexis",1,female,49.8
S,1,4638,"Goodwin, Col. Leonard",1,male,48.0
S,0,4639,"Sanchez, Col. Jacob",3,male,18.7
S,0,4640,"Graham, Major. Ian",1,male,34.7
S,0,4641,"Hunter, Sir. John",2,male,37.2
Q,1,4642,"Doyle, Countess. Michelle",1,female,36.1
C,0,4643,"Hahn, Mr. Andrew",3,male,32.9
S,0,4644,"Bishop, Mr. Samuel",1,male,40.2
S,1,4645,"Johnson, Mr. Darrell",1,male,47.7
S,1,4646,"Martin, Mr. Raymond",1,male,36.9
C,1,4647,"Simpson, Major. Tyler",1,male,30.3
S,0,4648,"Taylor, Sir. Ethan",2,male,0.5
S,1,4649,"Jackson, Mrs. Abigail",2,female,38.0
S,0,4650,"Hernandez, Mr. Thomas",3,male,16.2
S,0,4651,"Diaz, Col. Michael",2,male,14.4
S,1,4652,"Jackson, Miss. Monica",1,female,35.1
C,0,4653,"Brown, Dr. Timothy",1,male,64.5
Q,1,4654,"Ward, Major. Damon",3,male,10.6
S,1,4655,"Juarez, Countess. Kara",1,female,29.2
S,0,4656,"Torres, Col. Adam",2,male,26.0
Q,1,4657,"Tucker, Countess. Shannon",1,female,25.2
S,0,4658,"Berry, Mr. Steven",2,male,25.2
C,1,4659,"Guzman, Countess. Cheryl",1,female,25.5
S,0,4660,"Ortiz, Sir. Jacob",1,male,26.4
S,1,4661,"Leonard, Mrs. Kristen",1,female,39.5
S,1,4662,"Stokes, Lady. Jacqueline",1,female,47.7
S,0,4663,"Cross, Mr. Nicholas",3,male,34.1
S,0,4664,"Henry, Major. Daniel",2,male,38.8
S,0,4665,"Sweeney, Mr. Benjamin",3,male,27.1
S,1,4666,"Mccarty, Col. Tristan",1,male,57.4
S,1,4667,"Romero, Miss. Samantha",1,female,14.2
C,0,4668,"Nguyen, Dr. Kevin",3,male,29.6
S,0,4669,"Christensen, Col. Andrew",2,male,41.3
S,1,4670,"Murphy, Major. Larry",1,male,53.9
S,1,4671,"Fox, Dr. Jacqueline",1,female,52.8
S,0,4672,"Haley, Dr. Paul",1,male,46.7
S,1,4673,"Mcintyre, Countess. Elizabeth",1,female,42.2
C,1,4674,"Allen, Dr. Russell",1,male,47.6
S,1,4675,"Kirby, Miss. Cindy",1,female,34.0
S,1,4676,"Jones, Major. Rodney",1,male,42.1
S,1,4677,"Morales, Lady. Carrie",2,female,21.6
S,1,4678,"Rogers, Dr. Sandra",1,female,22.1
C,0,4679,"Buckley, Sir. Steve",3,male,23.5
C,0,4680,"Boyd, Col. Jared",1,male,19.6
S,1,4681,"Davis, Major. Sean",1,male,43.3
S,0,4682,"Vazquez, Dr. Kevin",1,male,26.7
S,0,4683,"Hardin, Col. Jeffrey",3,male,19.1
Q,0,4684,"Bentley, Rev. Michael",3,male,27.2
S,1,4685,"Fritz, Mr. Paul",1,male,42.3
S,0,4686,"Peterson, Rev. Todd",1,male,20.0
S,0,4687,"Suarez, Mr. Mark",1,male,41.8
S,1,4688,"Potter, Countess. Karen",1,female,16.9
S,1,4689,"Ritter, Lady. Tracy",1,female,43.9
S,0,4690,"Moody, Dr. Angela",3,female,13.5
S,0,4691,"Jones, Sir. John",2,male,4.9
S,0,4692,"Moore, Dr. Jason",1,male,32.7
S,0,4693,"Miller, Major. Kenneth",1,male,38.0
C,0,4694,"Li, Mr. Ryan",3,male,44.0
C,1,4695,"Brown, Dr. Kimberly",2,female,30.7
S,1,4696,"Smith, Major. Michael",1,male,29.8
Q,1,4697,"Li, Mrs. Sherry",1,female,33.9
S,0,4698,"Griffin, Rev. Jordan",1,male,48.3
Q,0,4699,"Duran, Sir. Douglas",1,male,42.3
S,1,4700,"Thompson, Dr. Janet",2,female,27.5
S,1,4701,"Flores, Dr. Jonathan",1,male,26.7
C,0,4702,"Walker, Col. Todd",3,male,25.4
S,1,4703,"Lee, Miss. Jasmine",1,female,35.8
S,1,4704,"Snyder, Sir. Devin",1,male,24.3
S,1,4705,"Burton, Mrs. Angela",1,female,55.6
S,1,4706,"Cochran, Dr. Christopher",3,male,5.8
S,1,4707,"Wright, Lady. Sara",2,female,24.7
S,1,4708,"Jordan, Countess. Grace",1,female,48.6
S,1,4709,"Young, Miss. Heather",1,female,45.1
S,1,4710,"Harmon, Col. Taylor",3,male,33.9
C,0,4711,"White, Rev. Timothy",1,male,36.1
S,1,4712,"Perry, Dr. Sherry",1,female,29.9
S,1,4713,"Bell, Mrs. Kimberly",1,female,21.2
S,1,4714,"Taylor, Rev. Joshua",1,male,48.2
Q,1,4715,"King, Col. Daniel",1,male,48.2
S,1,4716,"Martinez, Col. John",1,male,40.9
S,1,4717,"Nguyen, Rev. Alex",1,male,32.2
C,0,4718,"Gibbs, Miss. Barbara",3,female,34.2
S,1,4719,"Harris, Lady. Donna",2,female,43.3
S,1,4720,"Chapman, Col. Timothy",1,male,49.3
S,1,4721,"Mercer, Dr. Christine",1,female,52.9
C,0,4722,"Burnett, Sir. Michael",1,male,5.5
C,1,4723,"Decker, Mrs. Andrea",3,female,11.3
S,0,4724,"Cook, Sir. Darryl",1,male,67.3
S,0,4725,"Moore, Dr. Thomas",2,male,49.9
S,1,4726,"White, Miss. Savannah",3,female,27.2
S,0,4727,"Hall, Major. Benjamin",2,male,49.9
S,0,4728,"Wilson, Rev. William",3,male,29.5
S,0,4729,"Brown, Major. Patrick",3,male,32.2
C,1,4730,"Davis, Countess. Stacy",1,female,54.6
C,1,4731,"Smith, Lady. Mary",1,female,49.7
S,0,4732,"Diaz, Major. Corey",1,male,53.1
C,0,4733,"Holland, Rev. Richard",3,male,23.2
Q,1,4734,"Young, Dr. Jade",3,female,32.0
S,1,4735,"Reid, Countess. Brittany",2,female,55.6
S,1,4736,"Hernandez, Mr. Timothy",1,male,48.9
S,1,4737,"Smith, Lady. Jessica",2,female,33.0
S,0,4738,"Hubbard, Major. Jared",1,male,39.0
S,0,4739,"Shaffer, Mrs. Valerie",3,female,34.3
Q,1,4740,"Atkinson, Sir. John",1,male,15.0
C,1,4741,"Hale, Dr. Rebekah",1,female,48.0
S,0,4742,"Moore, Major. Chris",1,male,49.8
S,0,4743,"Davis, Rev. Bradley",1,male,46.1
S,0,4744,"Gutierrez, Mr. Jonathan",1,male,14.8
S,1,4745,"Cordova, Major. Michael",1,male,34.7
S,1,4746,"Bell, Col. Brandon",1,male,28.8
S,1,4747,"Johnson, Lady. Jessica",1,female,22.3
C,1,4748,"Henderson, Countess. Margaret",2,female,66.4
C,1,4749,"Perez, Rev. Marcus",3,male,20.1
S,0,4750,"Hayden, Mr. Robert",1,male,19.7
C,1,4751,"Hayes, Dr. Darren",1,male,40.4
C,0,4752,"Bass, Mr. Paul",1,male,64.4
S,0,4753,"Walker, Rev. Brian",2,male,37.3
S,0,4754,"Davis, Rev. Tyler",1,male,79.3
S,1,4755,"Mitchell, Mrs. Kelsey",2,female,24.9
S,1,4756,"Griffin, Lady. Tiffany",3,female,16.8
S,1,4757,"Flores, Countess. Jillian",1,female,19.3
S,0,4758,"Whitaker, Major. Nathan",3,male,39.6
S,0,4759,"Smith, Countess. Victoria",3,female,39.5
Q,0,4760,"Gomez, Sir. Ryan",1,male,38.3
S,1,4761,"Robles, Mrs. Jessica",1,female,30.3
S,1,4762,"Jordan, Mrs. Kathleen",1,female,51.5
S,0,4763,"Wright, Col. Edwin",2,male,21.6
C,0,4764,"Larson, Col. Robert",1,male,52.2
S,0,4765,"Reeves, Rev. Jerome",1,male,18.6
C,0,4766,"Collins, Mr. Scott",2,male,54.3
S,0,4767,"Martinez, Mr. Matthew",1,male,13.4
S,0,4768,"Davis, Col. Ricardo",2,male,30.1
S,0,4769,"Robinson, Rev. Brandon",2,male,51.5
S,0,4770,"Guerrero, Rev. Samuel",1,male,54.9
S,0,4771,"Meyer, Dr. Mary",3,female,22.4
S,0,4772,"Butler, Major. Derek",3,male,26.8
C,0,4773,"Schultz, Mr. John",2,male,27.2
S,0,4774,"Maxwell, Miss. Victoria",1,female,26.4
S,0,4775,"Mccann, Major. Paul",2,male,27.6
S,0,4776,"Rivera, Col. Glenn",1,male,54.9
S,0,4777,"Campbell, Rev. Kevin",1,male,56.3
S,1,4778,"Sweeney, Sir. Brandon",1,male,39.7
S,1,4779,"Newman, Sir. Jonathan",1,male,37.8
S,0,4780,"Blair, Sir. James",3,male,31.9
S,0,4781,"Johnson, Mrs. Maria",3,female,60.0
S,0,4782,"Perez, Dr. Jacob",3,male,0.2
S,0,4783,"Nguyen, Mr. Eric",1,male,43.1
C,0,4784,"Harris, Major. Edward",3,male,33.3
C,1,4785,"Stevenson, Mr. Zachary",1,male,22.8
C,1,4786,"Cooper, Mr. Ronnie",1,male,58.8
S,1,4787,"Walker, Mrs. Kimberly",2,female,31.2
S,1,4788,"Hahn, Dr. Gina",1,female,24.7
S,1,4789,"Chavez, Dr. Matthew",2,male,23.4
S,0,4790,"Sanders, Mr. Edward",1,male,24.7
S,0,4791,"Anderson, Sir. Michael",1,male,35.1
C,1,4792,"Ross, Col. Nicholas",1,male,57.3
S,1,4793,"Roberts, Mrs. Sandra",3,female,18.3
S,1,4794,"Dougherty, Mrs. Linda",2,female,24.5
S,1,4795,"Boyd, Lady. Jessica",1,female,31.0
S,0,4796,"Newton, Col. Joshua",2,male,44.8
S,0,4797,"Carlson, Sir. Mark",3,male,32.1
S,0,4798,"Guerrero, Rev. Eric",2,male,26.9
S,0,4799,"Williams, Rev. David",3,male,28.2
S,1,4800,"Yates, Countess. Gina",1,female,23.3
Q,1,4801,"Lopez, Countess. Teresa",1,female,54.2
Q,1,4802,"Adams, Miss. Crystal",2,female,11.9
S,0,4803,"Harper, Sir. James",1,male,56.8
S,1,4804,"Travis, Countess. Cynthia",1,female,46.2
S,1,4805,"Lyons, Rev. Derek",1,male,39.8
S,0,4806,"Brown, Lady. Christy",3,female,9.7
S,0,4807,"Ryan, Col. James",1,male,41.2
Q,0,4808,"Koch, Dr. David",2,male,25.7
S,0,4809,"Gray, Major. Mark",1,male,48.6
S,1,4810,"Ford, Col. Christian",1,male,28.7
C,1,4811,"Lopez, Countess. Alyssa",1,female,43.0
S,1,4812,"Ramos, Major. Anthony",1,male,49.3
S,1,4813,"Barron, Mr. Hector",1,male,16.2
C,1,4814,"Smith, Dr. Renee",1,female,36.8
S,1,4815,"Rogers, Rev. Jonathan",1,male,43.3
C,0,4816,"Snow, Rev. Robert",1,male,47.8
S,1,4817,"Hogan, Mr. Stephen",1,male,60.5
S,0,4818,"Bailey, Sir. James",1,male,64.2
Q,1,4819,"Howard, Lady. Sarah",1,female,47.1
S,1,4820,"Brandt, Countess. Rita",3,female,11.4
S,1,4821,"Williams, Countess. Karen",1,female,40.2
S,1,4822,"Brown, Miss. Heather",1,female,43.0
S,0,4823,"Patel, Sir. Clayton",1,male,17.3
S,1,4824,"Page, Dr. Nicholas",1,male,41.6
C,1,4825,"Klein, Sir. Stephen",2,male,0.3
S,1,4826,"Cook, Major. Chad",3,male,28.0
C,1,4827,"Bush, Mrs. Tina",1,female,40.2
S,0,4828,"Davidson, Col. Craig",2,male,22.6
S,1,4829,"Perez, Countess. Desiree",1,female,46.9
Q,0,4830,"Phelps, Col. Mark",1,male,52.9
S,1,4831,"Jones, Dr. Jordan",2,male,26.7
S,0,4832,"Howell, Mr. James",1,male,25.7
S,0,4833,"Clark, Mr. Joshua",3,male,12.9
S,1,4834,"Mckay, Countess. Carmen",2,female,51.0
S,1,4835,"Zimmerman, Mrs. Tracey",2,female,18.1
C,0,4836,"Reed, Col. Ricky",3,male,18.6
C,0,4837,"Watson, Col. Robert",1,male,49.8
C,1,4838,"Walton, Dr. Maria",1,female,36.8
S,0,4839,"King, Dr. Richard",1,male,46.2
S,1,4840,"Park, Mr. Michael",2,male,49.8
C,1,4841,"Williamson, Rev. Jeff",1,male,36.4
S,0,4842,"Knapp, Mrs. Cheryl",3,female,36.9
Q,1,4843,"Mcconnell, Mrs. Felicia",2,female,32.4
S,1,4844,"Copeland, Mr. Jay",1,male,48.0
C,0,4845,"Jenkins, Mr. Frank",3,male,30.8
S,1,4846,"Davis, Col. Antonio",1,male,40.6
C,1,4847,"Hernandez, Countess. Ashley",3,female,0.4
S,1,4848,"Gray, Countess. Ashley",1,female,56.1
C,1,4849,"Cook, Major. Daniel",3,male,32.0
S,1,4850,"Roberts, Lady. Erin",1,female,47.0
S,0,4851,"Smith, Sir. Brian",1,male,39.5
C,0,4852,"Morris, Col. Randy",2,male,21.2
C,1,4853,"Le, Rev. Nathan",1,male,35.1
C,0,4854,"Joyce, Sir. Shane",2,male,23.0
S,1,4855,"King, Col. Jeffery",1,male,79.4
S,0,4856,"Jacobson, Mr. Marcus",3,male,29.3
S,1,4857,"Lawrence, Dr. Garrett",1,male,32.6
S,1,4858,"Bentley, Dr. Christina",1,female,29.7
S,1,4859,"Miller, Dr. Nicole",1,female,24.6
S,0,4860,"Mckinney, Sir. Adrian",2,male,21.3
S,0,4861,"Higgins, Dr. Vernon",1,male,46.3
S,0,4862,"Estrada, Col. Christopher",1,male,46.6
C,1,4863,"Evans, Mr. Jonathan",1,male,45.4
Q,0,4864,"Small, Miss. Brenda",3,female,31.7
C,1,4865,"Long, Mr. David",1,male,43.0
S,0,4866,"Medina, Dr. Audrey",3,female,13.8
C,1,4867,"Johnston, Miss. Joanna",1,female,39.0
S,1,4868,"Krause, Major. Ronald",1,male,41.6
Q,1,4869,"Burton, Countess. Tiffany",1,female,57.3
S,0,4870,"Williams, Col. Larry",3,male,16.9
S,1,4871,"Garcia, Lady. Betty",2,female,50.4
Q,0,4872,"Morgan, Mr. Gerald",2,male,49.0
S,1,4873,"Thornton, Sir. Randy",3,male,34.5
C,0,4874,"Marshall, Col. Micheal",3,male,41.9
S,1,4875,"Vance, Mrs. Catherine",1,female,47.8
S,0,4876,"Marsh, Mr. Tyler",2,male,64.8
C,0,4877,"Turner, Major. Brandon",3,male,54.2
S,0,4878,"Briggs, Major. Michael",3,male,25.5
C,0,4879,"Banks, Sir. Jeffrey",1,male,51.2
S,1,4880,"Phillips, Mr. Scott",2,male,43.4
S,1,4881,"Small, Col. Thomas",1,male,48.3
Q,0,4882,"Smith, Col. Keith",1,male,42.1
C,0,4883,"Hess, Major. Shawn",3,male,26.8
C,0,4884,"Miller, Major. Robert",2,male,42.1
S,1,4885,"Gardner, Countess. Katelyn",1,female,25.0
S,1,4886,"Ball, Lady. Samantha",2,female,19.0
S,1,4887,"Odonnell, Col. Jacob",1,male,57.2
Q,0,4888,"Ross, Sir. Vincent",3,male,25.5
S,0,4889,"Christian, Major. Richard",2,male,12.8
C,1,4890,"Reynolds, Lady. Jennifer",1,female,45.5
C,0,4891,"Nelson, Rev. Daniel",1,male,24.1
S,0,4892,"Sanchez, Col. Justin",1,male,43.8
S,1,4893,"Brown, Countess. Brittany",1,female,15.8
S,0,4894,"Ortiz, Mr. Ronald",2,male,16.4
Q,0,4895,"Gray, Col. Richard",2,male,18.5
S,1,4896,"Garrett, Col. Jim",1,male,27.3
C,0,4897,"Smith, Sir. Jerry",2,male,41.9
C,0,4898,"Martin, Sir. Kevin",1,male,17.7
S,0,4899,"Garcia, Col. Nicholas",2,male,37.2
C,0,4900,"Valdez, Dr. Robert",3,male,43.9
S,0,4901,"Cline, Col. Michael",2,male,9.7
C,0,4902,"Mccoy, Dr. Adam",2,male,12.9
C,0,4903,"Joyce, Col. Charles",2,male,27.5
S,1,4904,"Sanchez, Countess. Rebecca",1,female,43.5
Q,0,4905,"Wang, Rev. Joseph",3,male,37.2
S,1,4906,"Carlson, Mrs. Crystal",1,female,34.2
S,0,4907,"Strickland, Rev. Richard",1,male,37.9
S,1,4908,"Horton, Dr. Joshua",1,male,23.2
S,0,4909,"Dunn, Sir. Cody",2,male,17.9
S,1,4910,"Lang, Sir. Samuel",1,male,63.9
C,1,4911,"Bonilla, Col. Matthew",1,male,26.3
S,0,4912,"Brown, Mr. Juan",2,male,16.6
C,0,4913,"Little, Rev. David",1,male,37.6
C,1,4914,"Chavez, Countess. Ashley",2,female,4.4
C,0,4915,"Nelson, Rev. Dean",3,male,21.4
S,1,4916,"Rodriguez, Col. William",3,male,26.1
S,1,4917,"Michael, Dr. Jeremy",1,male,36.7
C,0,4918,"Thompson, Dr. Eric",1,male,26.2
S,1,4919,"Watson, Mrs. Sandra",1,female,36.5
C,0,4920,"Macias, Sir. Jose",1,male,31.0
S,0,4921,"Hernandez, Sir. Marcus",1,male,61.8
S,0,4922,"Benton, Mr. Jared",1,male,26.6
C,0,4923,"Smith, Mrs. Margaret",3,female,24.8
S,1,4924,"Thompson, Miss. Erin",1,female,50.0
Q,0,4925,"Smith, Sir. Steven",3,male,40.7
S,1,4926,"Ramirez, Dr. Jessica",3,female,31.1
C,1,4927,"Simmons, Mrs. Linda",1,female,25.3
S,1,4928,"Kemp, Mrs. Rita",2,female,12.5
Q,1,4929,"Bryant, Dr. Jimmy",1,male,19.6
Q,0,4930,"Rodriguez, Major. Gerald",1,male,49.7
S,0,4931,"Hamilton, Sir. Tyler",3,male,27.1
S,0,4932,"Sweeney, Mr. Michael",3,male,24.6
C,1,4933,"Parker, Rev. William",1,male,21.3
S,0,4934,"Wilkinson, Mr. Joseph",1,male,54.8
S,0,4935,"Jordan, Dr. Jonathan",3,male,31.5
S,1,4936,"Hays, Sir. Adrian",1,male,61.6
Q,0,4937,"Estrada, Sir. Christopher",3,male,25.2
S,0,4938,"Hancock, Major. Ethan",1,male,54.1
S,0,4939,"Ruiz, Major. Jason",2,male,10.4
S,0,4940,"Smith, Col. Wesley",2,male,10.7
S,0,4941,"Williams, Major. David",2,male,7.9
S,1,4942,"Hudson, Miss. Chelsea",2,female,55.2
C,0,4943,"Rogers, Sir. Brian",1,male,42.9
Q,0,4944,"Henry, Major. Marc",1,male,38.7
S,1,4945,"Garcia, Lady. Stephanie",1,female,46.6
C,1,4946,"Johnson, Col. Daniel",1,male,29.3
S,0,4947,"Williamson, Mr. Joel",2,male,29.7
S,0,4948,"Holmes, Dr. Steven",2,male,41.1
S,1,4949,"Rodriguez, Countess. Lori",1,female,44.6
S,1,4950,"Schwartz, Lady. Emily",2,female,33.6
Q,0,4951,"Smith, Major. Casey",2,male,39.1
S,0,4952,"Martinez, Col. Raymond",3,male,8.5
S,0,4953,"Ayala, Lady. Shelby",3,female,15.9
S,0,4954,"Simmons, Dr. Ian",2,male,55.1
S,0,4955,"Bowen, Major. Jason",2,male,45.1
S,0,4956,"Kelley, Major. Curtis",3,male,23.7
S,0,4957,"Cooper, Mr. James",1,male,45.9
