PassengerId,Name,Sex,Age,SibSp,Parch
5451,"Powell, Mr. Craig",male,42.4,0,0
5452,"Moss, Dr. Lindsey",female,34.6,0,0
5453,"Dalton, Sir. Zachary",male,34.3,1,0
5454,"Mclean, Dr. Katherine",female,26.1,0,0
5455,"Young, Major. Steve",male,32.2,0,0
5456,"Myers, Major. Zachary",male,51.3,1,0
5457,"Malone, Col. Stephen",male,15.1,0,0
5458,"Vaughan, Col. Robert",male,17.7,1,0
5459,"Lee, Sir. Phillip",male,24.4,1,1
5460,"Bradley, Rev. Carl",male,40.4,0,0
5461,"Bowman, Dr. Brittany",female,36.8,0,0
5462,"Wagner, Miss. Stephanie",female,34.6,0,0
5463,"Harvey, Dr. Albert",male,38.6,0,1
5464,"Booker, Rev. Michael",male,39.5,1,0
5465,"Hernandez, Col. Darren",male,51.5,0,0
5466,"Moyer, Dr. Lisa",female,23,0,0
5467,"Perkins, Mr. Bruce",male,49.6,0,0
5468,"Valencia, Miss. Kimberly",female,54,0,0
5469,"Valencia, Lady. Peggy",female,27.4,0,0
5470,"Pham, Lady. Terri",female,42.1,0,0
5471,"Brown, Major. Jason",male,29.5,0,0
5472,"Delgado, Rev. Robert",male,32.7,0,1
5473,"Gutierrez, Sir. Bradley",male,25.4,0,0
5474,"Jensen, Miss. Debra",female,24.7,2,0
5475,"Duke, Countess. Brenda",female,42.1,1,0
5476,"Martinez, Col. Justin",male,43.1,0,0
5477,"Wright, Sir. Michael",male,30.6,1,0
5478,"Mcintosh, Col. Alexander",male,6.2,0,0
5479,"Rasmussen, Sir. Michael",male,24.4,0,0
5480,"Roberts, Col. Michael",male,48.5,1,0
5481,"Russell, Rev. Carlos",male,36.7,0,0
5482,"Murray, Rev. Richard",male,35.2,2,0
5483,"Davis, Major. Robert",male,51.4,2,0
5484,"Yu, Lady. Christine",female,30.7,0,0
5485,"West, Countess. Donna",female,43.4,1,0
5486,"Stewart, Lady. Danielle",female,45.9,0,0
5487,"Sanders, Dr. Christopher",male,41.3,0,0
5488,"Robinson, Col. Brad",male,9.6,0,0
5489,"Morales, Dr. Kenneth",male,12.8,1,0
5490,"Mooney, Lady. Grace",female,27.3,1,0
5491,"Smith, Dr. John",male,46.3,1,0
5492,"Parker, Sir. Michael",male,60.3,1,0
5493,"Adams, Countess. Laura",female,32.6,0,1
5494,"Turner, Miss. Brenda",female,23,2,1
5495,"Barnes, Miss. Jessica",female,55.5,0,0
5496,"Mckee, Mr. Timothy",male,55.7,2,0
5497,"Williams, Lady. Natalie",female,34.2,0,0
5498,"Hunter, Mr. David",male,24.3,1,0
5499,"Suarez, Countess. Tamara",female,42.2,0,0
5500,"Hansen, Lady. Karen",female,16.1,0,2
5501,"Solomon, Dr. Shirley",female,28,1,1
5502,"Bryant, Dr. Shawn",male,25.7,2,0
5503,"Jenkins, Dr. Kelly",male,40.3,1,0
5504,"Parker, Sir. Caleb",male,63.1,0,0
5505,"Fernandez, Major. Richard",male,25.3,1,0
5506,"Miller, Miss. Emily",female,17.5,1,1
5507,"Robinson, Rev. Anthony",male,17.9,0,1
5508,"Mitchell, Mr. Rodney",male,32.3,0,0
5509,"Spencer, Sir. Christopher",male,54.3,0,0
5510,"Fields, Mrs. Diana",female,18.2,0,0
5511,"Frye, Major. Stephen",male,62.4,0,0
5512,"Carroll, Rev. Stephen",male,19.3,1,0
5513,"Morales, Major. Luis",male,56.2,0,0
5514,"Reeves, Dr. Jacob",male,12.9,1,0
5515,"Jones, Mr. Michael",male,36.2,0,0
5516,"Garcia, Dr. Nicole",female,36,1,0
5517,"Porter, Rev. Brandon",male,32.3,0,0
5518,"Hall, Dr. Melissa",female,17.1,0,2
5519,"Trujillo, Col. Tyler",male,32.7,0,0
5520,"Baker, Col. Michael",male,40.1,1,0
5521,"Conner, Major. Adam",male,27,2,0
5522,"Young, Col. Michael",male,30.6,0,0
5523,"Hendricks, Major. Todd",male,51.4,0,0
5524,"Mendoza, Mrs. Tracy",female,30.9,0,0
5525,"Morales, Mr. Jeremy",male,50.2,0,0
5526,"Davis, Rev. Eric",male,37.4,0,2
5527,"Woodard, Major. Clifford",male,37.1,2,0
5528,"Spears, Dr. Jessica",female,19.8,0,0
5529,"Patel, Mr. Walter",male,29.8,0,0
5530,"Thomas, Mrs. Elizabeth",female,29.4,1,0
5531,"Norton, Dr. Melissa",female,33.7,1,0
5532,"Blair, Sir. Robert",male,52.5,0,0
5533,"Caldwell, Lady. Haley",female,20,2,2
5534,"Newton, Dr. Katherine",female,26.4,0,1
5535,"Thompson, Dr. Diana",female,18.4,0,0
5536,"Shepherd, Dr. Chad",male,49,0,0
5537,"Todd, Sir. Aaron",male,31.2,1,1
5538,"Rasmussen, Sir. Jake",male,48.7,0,0
5539,"Whitaker, Major. Christopher",male,25.8,0,1
5540,"Mueller, Dr. Carl",male,21.5,0,0
5541,"Thomas, Rev. John",male,66.1,1,0
5542,"Park, Rev. Curtis",male,29.5,1,0
5543,"Todd, Lady. Dawn",female,24.8,0,1
5544,"Robinson, Mr. Cory",male,24.7,0,0
5545,"Jacobs, Mr. James",male,79.5,2,1
5546,"King, Mrs. Rebecca",female,30.6,0,1
5547,"Murray, Dr. Casey",male,36.6,0,0
5548,"Norton, Mr. Richard",male,38.2,0,1
5549,"Fleming, Rev. Patrick",male,41.9,0,0
5550,"Bush, Dr. Eric",male,28.1,0,2
5551,"Dean, Major. Philip",male,5.3,1,1
5552,"Goodman, Major. Glenn",male,38.8,0,0
5553,"Foley, Countess. Shannon",female,37.9,1,0
5554,"Dalton, Sir. Richard",male,28.6,0,1
5555,"Adams, Dr. Gary",male,37.5,0,0
5556,"Ferrell, Dr. Johnny",male,53.1,0,0
5557,"Walton, Major. Robert",male,35.8,1,0
5558,"Thomas, Lady. Kimberly",female,9.2,0,2
5559,"Montgomery, Countess. Brittany",female,18.7,0,0
5560,"Rodriguez, Miss. Karen",female,56.7,1,0
5561,"Smith, Countess. Sandra",female,18.1,2,0
5562,"Brown, Dr. Jennifer",female,46.4,0,0
5563,"Mitchell, Countess. Raven",female,18.2,1,0
5564,"Brown, Mr. James",male,33.9,0,1
5565,"Castro, Mrs. Jacqueline",female,41.4,0,1
5566,"Hudson, Countess. Victoria",female,24.7,1,0
5567,"Campbell, Rev. Kurt",male,37.6,0,0
5568,"Cooper, Dr. Doris",female,20.9,0,0
5569,"Ayala, Sir. Michael",male,38.1,0,2
5570,"Scott, Sir. Ricky",male,22.9,0,0
5571,"King, Mrs. Pamela",female,24.6,1,0
5572,"Russell, Major. Leonard",male,37.5,1,0
5573,"Gallagher, Mr. Eric",male,43,0,0
5574,"Nelson, Sir. James",male,43.9,0,0
5575,"Freeman, Mr. Patrick",male,64.5,3,1
5576,"Wagner, Dr. David",male,31.3,0,0
5577,"Patterson, Rev. Todd",male,40.1,0,0
5578,"Frye, Dr. Brett",male,33.1,0,1
5579,"Sandoval, Major. Richard",male,46.3,0,0
5580,"Smith, Col. Alan",male,38.2,0,0
5581,"Jennings, Countess. Susan",female,32.7,0,1
5582,"Donaldson, Rev. Eric",male,53.6,0,0
5583,"Daugherty, Dr. Jennifer",female,39.2,1,0
5584,"Garner, Countess. Krystal",female,41.2,0,0
5585,"Fletcher, Dr. Bryan",male,51.1,2,1
5586,"Roth, Major. Fernando",male,41.2,1,0
5587,"Bowers, Major. Dennis",male,46.3,0,0
5588,"Smith, Mr. Jeffrey",male,39.6,0,0
5589,"Flores, Dr. Jeffrey",male,21.9,1,0
5590,"Palmer, Mr. Austin",male,19.7,1,0
5591,"Wilson, Rev. Mark",male,38.7,0,0
5592,"Galvan, Rev. Daniel",male,46.5,2,1
5593,"Hernandez, Dr. Peter",male,63.9,0,0
5594,"Duncan, Rev. Ryan",male,31.5,1,0
5595,"Wang, Countess. Tammy",female,41.6,0,0
5596,"Snow, Mrs. Shelia",female,49.4,0,1
5597,"Garcia, Miss. Pamela",female,23.5,0,0
5598,"Flores, Sir. Tyler",male,51,0,0
5599,"Caldwell, Major. Nathan",male,21.9,0,0
5600,"Williams, Col. John",male,35.7,1,0
5601,"Pitts, Dr. Joshua",male,28.6,0,0
5602,"Evans, Countess. Patricia",female,34,1,0
5603,"Smith, Major. Troy",male,27.2,1,0
5604,"Mitchell, Mr. Anthony",male,43.8,0,1
5605,"Montgomery, Dr. Gloria",female,35.2,0,1
5606,"Lewis, Dr. Blake",male,25.4,0,0
5607,"Garza, Sir. David",male,41.2,0,0
5608,"Franklin, Mr. Stephen",male,28.7,1,0
5609,"Freeman, Countess. Melissa",female,26.3,1,0
5610,"Reynolds, Lady. Courtney",female,64.3,0,0
5611,"Carter, Major. John",male,16.4,1,0
5612,"Rios, Rev. Dave",male,22,1,0
5613,"Simmons, Lady. Regina",female,13.5,1,0
5614,"Duran, Col. Jerry",male,39.7,0,0
5615,"Baker, Mrs. Yesenia",female,31.8,1,1
5616,"Snyder, Countess. Brianna",female,45.2,0,0
5617,"Duncan, Rev. Duane",male,58,1,0
5618,"Lozano, Sir. Marcus",male,16.3,0,0
5619,"Rogers, Countess. Brittany",female,36.5,0,1
5620,"Garcia, Rev. Larry",male,31.9,0,0
5621,"Berry, Col. Robert",male,18.1,1,1
5622,"Reeves, Sir. Albert",male,48.8,0,0
5623,"Young, Sir. Russell",male,24.3,0,0
5624,"Wilson, Countess. Andrea",female,40.9,1,0
5625,"Perez, Countess. Ashley",female,15.3,0,0
5626,"Lopez, Miss. Diana",female,4.7,0,1
5627,"Miller, Major. Jason",male,40.7,1,0
5628,"Mays, Dr. Stephanie",female,34.6,3,0
5629,"Baker, Mr. Timothy",male,35,0,0
5630,"Bender, Rev. Bryan",male,27.3,0,0
5631,"Roy, Sir. Andrew",male,43.9,0,0
5632,"Aguilar, Miss. Rachael",female,31.2,1,1
5633,"Drake, Major. Joshua",male,58.4,2,1
5634,"Reed, Rev. Scott",male,40.4,0,0
5635,"Smith, Dr. Alexis",female,11.8,0,0
5636,"Richardson, Miss. Jennifer",female,35.3,1,0
5637,"Burton, Sir. Matthew",male,54.1,1,1
5638,"Gonzalez, Col. Mark",male,42.5,1,0
5639,"Rivera, Dr. Ronald",male,18.9,0,0
5640,"Kemp, Dr. Carolyn",female,30.2,0,0
5641,"Love, Major. Mathew",male,57.4,0,0
5642,"Aguilar, Sir. Allen",male,41.9,0,0
5643,"Powell, Dr. Cory",male,37.3,3,0
5644,"Hernandez, Mrs. Rachel",female,32,0,0
5645,"Curtis, Col. Daniel",male,35,2,0
5646,"Olson, Dr. William",male,56.6,0,0
5647,"Smith, Dr. Michael",male,30,0,0
5648,"Gallegos, Miss. Debra",female,20.4,0,0
5649,"Bishop, Mr. Keith",male,35.7,0,0
5650,"Lawrence, Miss. Julie",female,24.1,1,1
5651,"Harris, Col. Matthew",male,18.4,0,0
5652,"Stein, Mrs. Lauren",female,5.3,1,0
5653,"Fox, Mrs. Nicole",female,45.8,1,0
5654,"Sullivan, Sir. Willie",male,45.3,0,0
5655,"Rojas, Mr. William",male,11.1,0,0
5656,"Ayers, Col. Michael",male,46,0,0
5657,"Mcintyre, Mrs. Megan",female,24.2,0,0
5658,"Williamson, Countess. Barbara",female,31.1,2,0
5659,"Lewis, Countess. Victoria",female,32.1,1,0
5660,"Nielsen, Dr. Barbara",female,13.1,0,0
5661,"White, Mr. Troy",male,48.9,0,0
5662,"Smith, Sir. Kevin",male,20.2,0,0
5663,"Matthews, Countess. Melissa",female,9.5,1,1
5664,"Anderson, Miss. Lisa",female,10.3,0,0
5665,"Mays, Mrs. Maria",female,24.3,1,0
5666,"Williams, Miss. Amber",female,33.1,0,0
5667,"Alvarado, Rev. Michael",male,31.5,0,1
5668,"Reed, Rev. Craig",male,48,0,1
5669,"Adams, Countess. Debbie",female,42.5,0,0
5670,"Clark, Col. Patrick",male,27.1,0,0
5671,"Brooks, Col. James",male,54.7,0,0
5672,"Richards, Lady. Sarah",female,13.2,0,1
5673,"Smith, Mr. Travis",male,4.3,0,0
5674,"Farmer, Lady. Anita",female,32.6,0,0
5675,"Vega, Dr. Eric",male,31.2,1,0
5676,"Nichols, Mr. Phillip",male,30.5,0,0
5677,"Turner, Dr. Martin",male,39.5,0,0
5678,"Meyer, Countess. Kendra",female,18.8,0,0
5679,"Diaz, Dr. Justin",male,39.4,0,0
5680,"Wagner, Mrs. Sharon",female,37.9,1,1
5681,"Kim, Sir. Andrew",male,42,1,0
5682,"Rojas, Major. Tony",male,69.9,0,0
5683,"Lopez, Rev. Peter",male,32.1,0,0
5684,"Moore, Col. Joshua",male,62.8,0,0
5685,"Sutton, Mr. Cody",male,26.9,0,0
5686,"Ryan, Major. John",male,32.4,1,0
5687,"Williams, Rev. Anthony",male,26.1,1,1
5688,"Murphy, Mr. Jack",male,16.5,2,0
5689,"Brooks, Countess. Jane",female,30.7,2,0
5690,"Austin, Countess. Charlotte",female,39.8,0,0
5691,"Rhodes, Mr. Patrick",male,45.7,0,0
5692,"Martin, Dr. Michael",male,36.8,2,0
5693,"Walters, Dr. Cheryl",female,7.4,1,1
5694,"Alexander, Countess. Melanie",female,37,0,0
5695,"Galvan, Sir. Spencer",male,22.1,0,0
5696,"Mendez, Dr. Jerry",male,56.2,2,0
5697,"Wilson, Dr. Jamie",female,48.8,0,0
5698,"Franklin, Rev. Daniel",male,29.1,0,0
5699,"Anderson, Miss. Sheila",female,0.4,0,0
5700,"Johnston, Sir. Michael",male,38.9,1,0
5701,"Miller, Miss. Lisa",female,47.2,0,0
5702,"Crawford, Col. David",male,22.2,1,0
5703,"Fernandez, Major. Patrick",male,6.5,0,1
5704,"Lopez, Lady. Marissa",female,36.4,0,0
5705,"Nielsen, Col. Derek",male,56.4,0,0
5706,"Thompson, Miss. Tammy",female,43.3,0,0
5707,"Love, Col. Logan",male,30,2,0
5708,"Adams, Col. Adam",male,24.3,0,0
5709,"Olson, Rev. Jamie",male,58.4,0,0
5710,"King, Col. Noah",male,21.1,2,2
5711,"Braun, Dr. David",male,20.1,1,0
5712,"Barnes, Miss. Patricia",female,43.5,0,0
5713,"Russo, Countess. Melissa",female,19.9,0,0
5714,"Middleton, Dr. Michelle",female,40.4,0,0
5715,"Alvarez, Dr. Vanessa",female,8.5,0,0
5716,"Burch, Dr. Charles",male,51.2,0,1
5717,"Lindsey, Mr. Justin",male,37.4,1,0
5718,"Middleton, Major. Curtis",male,73.9,2,0
5719,"Vasquez, Col. George",male,20.8,1,1
5720,"Beard, Miss. Sandra",female,20.1,0,1
5721,"Williams, Sir. David",male,63.4,0,0
5722,"Daniel, Major. Dylan",male,28.4,0,0
5723,"Donovan, Rev. Scott",male,26.5,0,0
5724,"Carpenter, Rev. Mark",male,44.4,0,0
5725,"Kennedy, Dr. Samantha",female,14,1,0
5726,"Ortiz, Sir. Anthony",male,40.3,1,1
5727,"Kaiser, Major. Cameron",male,57.4,0,0
5728,"Munoz, Col. Kevin",male,5.6,1,0
5729,"Gutierrez, Mr. Eric",male,21.6,0,1
5730,"Welch, Dr. Kenneth",male,46.7,0,0
5731,"Larson, Sir. Stephen",male,32.1,3,0
5732,"Moran, Major. Gregory",male,25.7,0,0
5733,"Dunlap, Mr. Anthony",male,22.6,0,0
5734,"George, Col. Scott",male,63.5,0,1
5735,"Little, Lady. Colleen",female,48.6,0,0
5736,"Fletcher, Sir. Aaron",male,12,1,0
5737,"Warren, Mrs. Kristen",female,26.6,0,0
5738,"Hill, Dr. Andrea",female,12.6,0,1
5739,"Gonzales, Dr. Angela",female,41.4,0,0
5740,"Carter, Dr. Seth",male,0.4,1,0
5741,"Burke, Dr. Dillon",male,40.7,2,0
5742,"Bowers, Major. Bruce",male,43.6,1,0
5743,"Delgado, Sir. Calvin",male,49.1,0,0
5744,"Ramirez, Mr. Jason",male,6.6,0,0
5745,"Brown, Miss. Ann",female,22.9,2,0
5746,"Dean, Rev. Jared",male,29.8,1,0
5747,"Evans, Sir. Jacob",male,16.7,0,1
5748,"Tyler, Miss. Elizabeth",female,6.5,0,0
5749,"Perez, Major. Bernard",male,36.3,0,0
5750,"Lopez, Rev. Andrew",male,57.7,0,0
5751,"Juarez, Dr. Marvin",male,24.6,0,0
5752,"Schultz, Mrs. Krista",female,4.6,0,0
5753,"Carlson, Rev. Cody",male,39.8,1,0
5754,"Russell, Dr. James",male,34.8,1,0
5755,"Ray, Major. Jimmy",male,24.1,0,0
5756,"Villanueva, Rev. Cesar",male,53.1,2,1
5757,"Mahoney, Rev. Brett",male,62.7,0,1
5758,"Marshall, Dr. Morgan",female,40.1,0,1
5759,"Stevens, Col. Thomas",male,33.6,1,0
5760,"Moore, Mr. Zachary",male,46.8,0,0
5761,"Hernandez, Mr. Michael",male,58.3,0,0
5762,"Ramos, Sir. James",male,38.1,0,1
5763,"Crawford, Sir. Raymond",male,0.4,1,1
5764,"Davis, Dr. Kristen",female,37.1,0,0
5765,"Davis, Miss. Lori",female,19.2,0,0
5766,"Melendez, Mrs. Julie",female,19.7,1,1
5767,"Hatfield, Mr. Russell",male,36.9,0,1
5768,"Carter, Dr. George",male,53.9,0,0
5769,"Cooper, Mrs. Alicia",female,40.2,0,0
5770,"Becker, Mr. James",male,27.1,0,0
5771,"Powell, Dr. Mary",female,33.5,1,1
5772,"Duran, Sir. John",male,15.8,0,1
5773,"Hansen, Mrs. Heather",female,30.6,1,0
5774,"Vargas, Miss. Sarah",female,0.4,1,1
5775,"Curtis, Col. Michael",male,59.8,1,1
5776,"Stark, Dr. Olivia",female,38.1,0,0
5777,"Jenkins, Mr. George",male,42.4,0,0
5778,"Mann, Major. Jason",male,1.3,2,1
5779,"Norris, Sir. Christopher",male,46.5,1,0
5780,"Keith, Countess. Jennifer",female,58.7,0,2
5781,"Haynes, Col. Corey",male,31.7,1,0
5782,"Thompson, Rev. Danny",male,21.3,0,0
5783,"Middleton, Sir. Christopher",male,33.1,1,0
5784,"Pitts, Dr. Jennifer",female,35.9,1,0
5785,"Edwards, Sir. Michael",male,31,0,0
5786,"Valenzuela, Major. Troy",male,22.6,2,0
5787,"Brown, Major. Kirk",male,38.6,0,0
5788,"Clark, Mr. Zachary",male,49.8,0,0
5789,"Barker, Rev. Noah",male,24.6,0,0
5790,"Hanson, Miss. Linda",female,14.5,0,1
5791,"Jones, Rev. Michael",male,21.2,1,0
5792,"Miller, Rev. Andrew",male,47.9,1,0
5793,"Schroeder, Col. William",male,76.6,1,1
5794,"Palmer, Mr. John",male,30.1,1,0
5795,"Fox, Col. Alan",male,12.9,0,0
5796,"Smith, Major. Tony",male,37.8,0,0
5797,"Mcconnell, Dr. Tara",female,13.1,2,1
5798,"White, Rev. William",male,35.4,2,1
5799,"Ortiz, Dr. Jason",male,5.4,0,0
5800,"Walker, Mr. Keith",male,44.1,0,0
5801,"Butler, Rev. Timothy",male,33.8,0,0
5802,"Williams, Col. Michael",male,24.7,2,0
5803,"Martin, Rev. Joseph",male,49.6,1,1
5804,"Henderson, Mr. Timothy",male,32.8,0,1
5805,"West, Lady. Alexis",female,12.4,0,0
5806,"Reyes, Mrs. Alexandra",female,39.3,1,1
5807,"Murphy, Dr. Jason",male,38.6,0,1
5808,"Smith, Countess. Sonia",female,0.4,0,0
5809,"Griffith, Major. Michael",male,12.7,0,0
5810,"Robinson, Col. Richard",male,51.1,0,0
5811,"Hansen, Dr. Amanda",female,23.8,1,0
5812,"Hopkins, Col. Jordan",male,42.1,0,1
5813,"Nelson, Dr. Trevor",male,59.4,0,0
5814,"Peterson, Major. Roy",male,45.6,0,0
5815,"Abbott, Mrs. Kristy",female,22.2,2,1
5816,"Webb, Major. Randy",male,62.1,0,1
5817,"Jones, Rev. James",male,13.9,0,0
5818,"Silva, Miss. Tonya",female,20.9,0,2
5819,"Thomas, Sir. Timothy",male,40.2,1,0
5820,"Diaz, Col. Matthew",male,41.2,0,0
5821,"Hernandez, Lady. Debbie",female,27.6,2,1
5822,"Holland, Mr. Stephen",male,52,1,0
5823,"Cook, Sir. John",male,34,2,0
5824,"Miller, Sir. Bradley",male,44.9,1,0
5825,"Rosales, Rev. Robert",male,35,0,0
5826,"Walker, Rev. Trevor",male,23.8,1,0
5827,"Patel, Mrs. Tara",female,25.1,0,1
5828,"Stewart, Dr. Meghan",female,47.9,0,1
5829,"Zuniga, Rev. Christopher",male,12,1,0
5830,"Lee, Dr. Miguel",male,39.4,0,0
5831,"Carter, Lady. Tanya",female,0.4,0,0
5832,"Wade, Rev. Edward",male,24.5,0,1
5833,"Torres, Mr. Robert",male,22.9,0,0
5834,"Andrews, Mrs. Andrea",female,40,2,0
5835,"Hale, Mrs. Cristina",female,20,1,0
5836,"Lucas, Rev. Roger",male,50,0,0
5837,"Rios, Lady. Monique",female,16.2,0,1
5838,"King, Miss. Alexis",female,52.9,0,0
5839,"Stephens, Dr. Gregory",male,18.4,1,0
5840,"Moreno, Dr. Robert",male,32.1,1,1
5841,"Joseph, Dr. Sherri",female,29.5,1,0
5842,"Perkins, Sir. Paul",male,27.6,0,0
5843,"Lee, Sir. Herbert",male,34.1,2,0
5844,"Harris, Sir. Michael",male,40.9,1,0
5845,"Gomez, Mr. Oscar",male,26.8,0,1
5846,"Knight, Major. Kevin",male,25.8,0,0
5847,"Malone, Countess. Sherry",female,9.4,1,0
5848,"Cunningham, Mr. Garrett",male,23.4,0,0
5849,"Johnson, Mr. Charles",male,28.9,1,0
5850,"Bond, Miss. Lisa",female,27.9,0,0
5851,"Johnson, Dr. Michael",male,31.8,0,0
5852,"Carroll, Rev. Thomas",male,47.3,0,0
5853,"Floyd, Mr. Steven",male,49.8,0,1
5854,"Campos, Mr. Jason",male,28.8,0,0
5855,"White, Rev. Paul",male,42.5,0,1
5856,"Green, Mrs. Kerry",female,36.2,0,0
5857,"Castillo, Mr. Douglas",male,20.9,2,0
5858,"Torres, Dr. Maria",female,21,0,0
5859,"Mcconnell, Major. Kevin",male,41.4,0,0
5860,"Johnson, Sir. Richard",male,52.9,0,0
5861,"Yoder, Dr. Michelle",female,25.9,0,0
5862,"Smith, Dr. Bryan",male,49.1,0,0
5863,"Barnes, Miss. Rhonda",female,31.3,0,1
5864,"Reyes, Miss. Miranda",female,38.7,2,1
5865,"Fields, Mr. Rodney",male,47.4,0,0
5866,"Ramos, Miss. Andrea",female,19.7,1,0
5867,"Newman, Col. Stephen",male,40.7,0,0
5868,"Sullivan, Miss. Tiffany",female,52.5,0,0
5869,"Rowe, Dr. Robert",male,34.4,1,1
5870,"Smith, Col. Russell",male,28.6,1,0
5871,"Price, Col. Peter",male,59.5,0,0
5872,"Brewer, Col. Jacob",male,17.1,0,1
5873,"Buchanan, Rev. Jose",male,69.3,0,0
5874,"Randolph, Rev. George",male,22.1,0,1
5875,"Perry, Sir. Andrew",male,58.2,0,0
5876,"Wilkerson, Dr. Jeremy",male,34.9,0,0
5877,"Moore, Mr. Eric",male,36.9,1,0
5878,"Newman, Sir. Derek",male,63.5,1,1
5879,"Sandoval, Col. Ricardo",male,33.8,0,1
5880,"Jones, Rev. Brian",male,47.9,0,0
5881,"Saunders, Col. Curtis",male,47.3,1,0
5882,"Townsend, Major. Anthony",male,44.2,0,1
5883,"Coffey, Rev. Robert",male,63.2,0,0
5884,"Hampton, Col. Jesse",male,25.9,1,0
5885,"Dawson, Col. Michael",male,26.3,0,0
5886,"Davies, Countess. Tara",female,40.8,0,0
5887,"Marsh, Mrs. Angela",female,17.3,0,0
5888,"Jones, Major. Ryan",male,25.1,1,0
5889,"Cantrell, Major. Robert",male,47.7,0,0
5890,"Mendoza, Sir. Kevin",male,54,1,0
5891,"Bates, Col. Zachary",male,33.5,0,1
5892,"Gutierrez, Mrs. Natalie",female,33.8,0,1
5893,"Collins, Rev. Shane",male,26.8,0,0
5894,"Mora, Mr. Raymond",male,38.6,1,0
5895,"Black, Rev. Jason",male,23.9,0,1
5896,"Anderson, Mr. Stephen",male,38,0,1
5897,"Sharp, Dr. Luis",male,35.4,2,0
5898,"Gomez, Mr. Marcus",male,32.7,0,0
5899,"Robertson, Col. Zachary",male,37.2,1,0
5900,"Gray, Major. Carl",male,26.2,1,0
5901,"Cole, Major. Michael",male,43.9,0,0
5902,"Robinson, Sir. Michael",male,46.4,1,1
5903,"Barr, Mr. Brandon",male,34.8,0,0
5904,"Mccoy, Countess. Mary",female,32.5,1,0
5905,"Martinez, Major. David",male,32.4,0,0
5906,"Davidson, Dr. Carlos",male,32.3,1,1
5907,"Morris, Dr. Kristin",female,51.3,1,0
5908,"Glover, Miss. Heather",female,30,1,0
5909,"Stone, Miss. Andrea",female,16.7,2,1
5910,"Snow, Sir. James",male,56.1,0,0
5911,"White, Miss. Alicia",female,54.7,0,0
5912,"Richardson, Mr. Stephen",male,29.3,0,0
5913,"Green, Dr. Tina",female,29.8,1,0
5914,"Nichols, Rev. Ethan",male,33.1,0,0
5915,"Rich, Dr. Mark",male,11,1,0
5916,"Adams, Dr. Rachel",female,37.7,1,1
5917,"Diaz, Rev. Ethan",male,43.3,0,0
5918,"Harvey, Mr. Colton",male,52.7,3,1
5919,"Frederick, Sir. Dustin",male,62.3,0,0
5920,"Nguyen, Mr. Matthew",male,64.5,0,0
5921,"Compton, Countess. Jenna",female,17.2,0,0
5922,"Mcdowell, Dr. Alexander",male,33.8,0,1
5923,"Thomas, Sir. Jose",male,53.4,0,1
5924,"Marquez, Dr. Vickie",female,29.7,0,1
5925,"Calhoun, Col. Jeffrey",male,27,0,2
5926,"Elliott, Lady. Jessica",female,21.7,1,0
5927,"Morales, Miss. Holly",female,23.9,0,0
5928,"Howe, Col. Mark",male,43.8,0,0
5929,"Webb, Sir. Roy",male,21.6,0,2
5930,"Carpenter, Miss. Loretta",female,38,3,1
5931,"Mueller, Dr. Elizabeth",female,38,0,0
5932,"Lester, Rev. Benjamin",male,25.8,1,0
5933,"Hill, Lady. Kelsey",female,51.7,0,2
5934,"Stewart, Col. Dean",male,41.1,0,0
5935,"Hall, Dr. Christine",female,41.5,1,0
5936,"Turner, Col. Joseph",male,36.6,2,0
5937,"Wilson, Dr. Joshua",male,62.1,0,0
5938,"Weeks, Mr. Alexander",male,29,0,0
5939,"Morgan, Dr. Cynthia",female,27.8,4,0
5940,"Johnson, Rev. Keith",male,35.1,2,0
5941,"Fox, Miss. Sharon",female,51.1,1,0
5942,"Garza, Sir. Thomas",male,16.3,1,0
5943,"Vega, Lady. Jennifer",female,47.5,0,0
5944,"Edwards, Sir. Connor",male,14.8,0,0
5945,"Smith, Rev. Kevin",male,54,0,0
5946,"Hill, Mr. Andrew",male,43.9,1,1
5947,"Arnold, Sir. Norman",male,48.6,0,1
5948,"Johnson, Rev. David",male,49.9,0,0
5949,"Duran, Col. Andrew",male,41.2,0,1
5950,"Cox, Lady. Kayla",female,44.7,1,1
5951,"Baker, Major. Miguel",male,44.4,1,0
5952,"Marshall, Major. Edward",male,19.8,0,0
5953,"Gomez, Dr. William",male,43,1,0
5954,"Jenkins, Rev. Brian",male,67.5,1,0
5955,"Henry, Col. Austin",male,56,2,0
5956,"Nichols, Rev. John",male,26.1,1,1
5957,"Williams, Dr. Kevin",male,51.1,1,0
5958,"Terry, Dr. Donna",female,25.7,0,1
5959,"Moore, Major. Michael",male,28.1,0,0
5960,"Lopez, Sir. Jeffrey",male,4.2,0,1
5961,"Gould, Mrs. Yolanda",female,28.1,0,0
5962,"Sanchez, Dr. Brenda",female,23,2,2
5963,"Petty, Mrs. Janet",female,37.9,2,1
5964,"Cantrell, Col. Dean",male,54.1,0,0
5965,"Williams, Major. Stephen",male,33.5,0,0
5966,"Lawson, Miss. Catherine",female,59.9,1,0
5967,"Gonzales, Dr. Christine",female,24.4,0,0
5968,"Blair, Miss. Susan",female,20.5,2,0
5969,"Pearson, Rev. William",male,5,0,0
5970,"Payne, Rev. William",male,58.5,2,0
